0.15,0.159,0.165,0.191,0.191,0.218,0.208,0.231,0.221,0.179,0.168,0.17,,,0.156,0.158,0.163,,,,,,,0.133,0.144,0.145
0.148,0.156,0.15,0.187,0.179,0.195,0.169,0.173,0.169,0.171,0.17,0.178,,,0.153,0.161,0.162,,,,,,,,,
0.148,0.154,0.154,0.163,0.165,0.175,0.166,0.174,0.176,0.159,0.168,0.174,,,0.157,0.159,0.157,0.184,0.185,0.187,,,,,,
0.148,0.162,0.153,0.166,0.156,0.173,0.168,0.168,0.17,0.167,0.161,0.18,,,0.157,0.163,0.164,0.181,0.173,0.184,,,,,,
0.149,0.156,0.156,0.166,0.159,0.176,0.151,0.155,0.162,0.169,0.17,0.173,,,0.153,0.154,0.155,0.175,0.172,0.174,,,,,,
0.152,0.16,0.162,0.167,0.156,0.168,0.151,0.149,0.159,0.164,0.171,0.168,,,0.148,0.154,0.153,0.154,0.147,0.153,,,,,,
0.224,0.224,0.253,0.16,0.157,0.168,0.154,0.159,0.156,0.237,0.23,0.224,,,0.224,0.246,0.241,0.157,0.151,0.148,,,,,,
0.128,0.139,0.143,0.167,0.15,0.168,0.182,0.185,0.194,0.229,0.238,0.225,,,0.137,0.138,0.148,0.152,0.143,0.163,,,,,,
