Date.Time,location,position,depth,Temp,Humdity
12/9/16 10:04,bottom 3,Grassland,above ground,21.136,51.568
12/9/16 10:14,bottom 3,Grassland,above ground,20.635,50.35
12/9/16 10:24,bottom 3,Grassland,above ground,20.635,49.739
12/9/16 10:34,bottom 3,Grassland,above ground,20.635,56.39
12/9/16 10:44,bottom 3,Grassland,above ground,21.136,52.175
12/9/16 10:54,bottom 3,Grassland,above ground,20.135,51.568
12/9/16 11:04,bottom 3,Grassland,above ground,19.635,53.386
12/9/16 11:14,bottom 3,Grassland,above ground,20.135,52.175
12/9/16 11:24,bottom 3,Grassland,above ground,20.135,51.568
12/9/16 11:34,bottom 3,Grassland,above ground,20.135,51.568
12/9/16 11:44,bottom 3,Grassland,above ground,20.135,50.96
12/9/16 11:54,bottom 3,Grassland,above ground,20.635,49.739
12/9/16 12:04,bottom 3,Grassland,above ground,20.635,49.739
12/9/16 12:14,bottom 3,Grassland,above ground,20.635,49.127
12/9/16 12:24,bottom 3,Grassland,above ground,20.635,49.127
12/9/16 12:34,bottom 3,Grassland,above ground,20.635,48.514
12/9/16 12:44,bottom 3,Grassland,above ground,21.136,47.899
12/9/16 12:54,bottom 3,Grassland,above ground,21.136,47.283
12/9/16 13:04,bottom 3,Grassland,above ground,21.136,46.666
12/9/16 13:14,bottom 3,Grassland,above ground,21.136,46.048
12/9/16 13:24,bottom 3,Grassland,above ground,21.136,46.048
12/9/16 13:34,bottom 3,Grassland,above ground,21.136,46.048
12/9/16 13:44,bottom 3,Grassland,above ground,23.136,46.666
12/9/16 13:54,bottom 3,Grassland,above ground,24.637,45.428
12/9/16 14:04,bottom 3,Grassland,above ground,25.137,45.428
12/9/16 14:14,bottom 3,Grassland,above ground,25.637,46.666
12/9/16 14:24,bottom 3,Grassland,above ground,26.137,46.048
12/9/16 14:34,bottom 3,Grassland,above ground,27.137,47.283
12/9/16 14:44,bottom 3,Grassland,above ground,27.636,46.666
12/9/16 14:54,bottom 3,Grassland,above ground,27.636,41.683
12/9/16 15:04,bottom 3,Grassland,above ground,27.137,38.529
12/9/16 15:14,bottom 3,Grassland,above ground,27.137,36.62
12/9/16 15:24,bottom 3,Grassland,above ground,26.637,38.529
12/9/16 15:34,bottom 3,Grassland,above ground,32.634,22.948
12/9/16 15:44,bottom 3,Grassland,above ground,31.135,21.617
12/9/16 15:54,bottom 3,Grassland,above ground,43.119,13.525
12/9/16 16:04,bottom 3,Grassland,above ground,37.129,14.886
12/9/16 16:14,bottom 3,Grassland,above ground,29.636,22.283
12/9/16 16:24,bottom 3,Grassland,above ground,30.635,20.281
12/9/16 16:34,bottom 3,Grassland,above ground,30.135,20.281
12/9/16 16:44,bottom 3,Grassland,above ground,31.135,19.611
12/9/16 16:54,bottom 3,Grassland,above ground,30.135,19.611
12/9/16 17:04,bottom 3,Grassland,above ground,30.135,18.939
12/9/16 17:14,bottom 3,Grassland,above ground,31.635,20.281
12/9/16 17:24,bottom 3,Grassland,above ground,30.635,20.281
12/9/16 17:34,bottom 3,Grassland,above ground,30.135,19.611
12/9/16 17:44,bottom 3,Grassland,above ground,31.135,20.949
12/9/16 17:54,bottom 3,Grassland,above ground,29.136,21.617
12/9/16 18:04,bottom 3,Grassland,above ground,29.636,18.939
12/9/16 18:14,bottom 3,Grassland,above ground,27.636,21.617
12/9/16 18:24,bottom 3,Grassland,above ground,27.636,22.948
12/9/16 18:34,bottom 3,Grassland,above ground,27.636,21.617
12/9/16 18:44,bottom 3,Grassland,above ground,25.137,25.595
12/9/16 18:54,bottom 3,Grassland,above ground,23.637,26.911
12/9/16 19:04,bottom 3,Grassland,above ground,22.136,28.222
12/9/16 19:14,bottom 3,Grassland,above ground,23.136,28.222
12/9/16 19:24,bottom 3,Grassland,above ground,23.136,27.567
12/9/16 19:34,bottom 3,Grassland,above ground,23.637,26.911
12/9/16 19:44,bottom 3,Grassland,above ground,23.136,28.222
12/9/16 19:54,bottom 3,Grassland,above ground,19.134,34.059
12/9/16 20:04,bottom 3,Grassland,above ground,17.633,40.425
12/9/16 20:14,bottom 3,Grassland,above ground,16.132,42.311
12/9/16 20:24,bottom 3,Grassland,above ground,14.63,47.899
12/9/16 20:34,bottom 3,Grassland,above ground,12.126,55.192
12/9/16 20:44,bottom 3,Grassland,above ground,11.125,61.719
12/9/16 20:54,bottom 3,Grassland,above ground,10.624,63.472
12/9/16 21:04,bottom 3,Grassland,above ground,10.123,67.52
12/9/16 21:14,bottom 3,Grassland,above ground,10.123,68.665
12/9/16 21:24,bottom 3,Grassland,above ground,10.123,67.52
12/9/16 21:34,bottom 3,Grassland,above ground,9.622,70.94
12/9/16 21:44,bottom 3,Grassland,above ground,8.119,75.431
12/9/16 21:54,bottom 3,Grassland,above ground,8.62,75.986
12/9/16 22:04,bottom 3,Grassland,above ground,9.121,73.756
12/9/16 22:14,bottom 3,Grassland,above ground,8.62,75.431
12/9/16 22:24,bottom 3,Grassland,above ground,8.62,74.316
12/9/16 22:34,bottom 3,Grassland,above ground,8.119,76.541
12/9/16 22:44,bottom 3,Grassland,above ground,8.119,78.196
12/9/16 22:54,bottom 3,Grassland,above ground,7.618,78.746
12/9/16 23:04,bottom 3,Grassland,above ground,6.616,84.17
12/9/16 23:14,bottom 3,Grassland,above ground,7.117,83.095
12/9/16 23:24,bottom 3,Grassland,above ground,7.117,83.633
12/9/16 23:34,bottom 3,Grassland,above ground,6.616,83.633
12/9/16 23:44,bottom 3,Grassland,above ground,7.117,84.17
12/9/16 23:54,bottom 3,Grassland,above ground,6.616,87.364
12/10/16 0:04,bottom 3,Grassland,above ground,6.115,87.892
12/10/16 0:14,bottom 3,Grassland,above ground,7.117,86.305
12/10/16 0:24,bottom 3,Grassland,above ground,6.115,87.892
12/10/16 0:34,bottom 3,Grassland,above ground,5.614,90.513
12/10/16 0:44,bottom 3,Grassland,above ground,5.614,90.513
12/10/16 0:54,bottom 3,Grassland,above ground,5.112,93.103
12/10/16 1:04,bottom 3,Grassland,above ground,4.611,94.642
12/10/16 1:14,bottom 3,Grassland,above ground,5.112,95.152
12/10/16 1:24,bottom 3,Grassland,above ground,5.112,94.642
12/10/16 1:34,bottom 3,Grassland,above ground,5.112,95.152
12/10/16 1:44,bottom 3,Grassland,above ground,5.112,94.642
12/10/16 1:54,bottom 3,Grassland,above ground,5.614,94.13
12/10/16 2:04,bottom 3,Grassland,above ground,5.112,94.642
12/10/16 2:14,bottom 3,Grassland,above ground,4.11,96.676
12/10/16 2:24,bottom 3,Grassland,above ground,4.611,96.169
12/10/16 2:34,bottom 3,Grassland,above ground,4.611,96.169
12/10/16 2:44,bottom 3,Grassland,above ground,4.11,97.182
12/10/16 2:54,bottom 3,Grassland,above ground,4.611,97.686
12/10/16 3:04,bottom 3,Grassland,above ground,5.112,96.676
12/10/16 3:14,bottom 3,Grassland,above ground,5.112,95.662
12/10/16 3:24,bottom 3,Grassland,above ground,5.614,95.152
12/10/16 3:34,bottom 3,Grassland,above ground,5.112,94.13
12/10/16 3:44,bottom 3,Grassland,above ground,4.611,95.152
12/10/16 3:54,bottom 3,Grassland,above ground,4.11,93.617
12/10/16 4:04,bottom 3,Grassland,above ground,3.609,95.662
12/10/16 4:14,bottom 3,Grassland,above ground,3.609,96.676
12/10/16 4:24,bottom 3,Grassland,above ground,4.11,96.676
12/10/16 4:34,bottom 3,Grassland,above ground,3.609,97.686
12/10/16 4:44,bottom 3,Grassland,above ground,4.11,98.69
12/10/16 4:54,bottom 3,Grassland,above ground,3.609,97.686
12/10/16 5:04,bottom 3,Grassland,above ground,3.609,98.189
12/10/16 5:14,bottom 3,Grassland,above ground,3.107,97.686
12/10/16 5:24,bottom 3,Grassland,above ground,3.107,98.189
12/10/16 5:34,bottom 3,Grassland,above ground,3.609,98.189
12/10/16 5:44,bottom 3,Grassland,above ground,5.112,94.642
12/10/16 5:54,bottom 3,Grassland,above ground,6.115,94.13
12/10/16 6:04,bottom 3,Grassland,above ground,6.616,89.992
12/10/16 6:14,bottom 3,Grassland,above ground,7.618,83.633
12/10/16 6:24,bottom 3,Grassland,above ground,10.624,75.431
12/10/16 6:34,bottom 3,Grassland,above ground,14.63,62.889
12/10/16 6:44,bottom 3,Grassland,above ground,16.632,61.132
12/10/16 6:54,bottom 3,Grassland,above ground,16.632,56.39
12/10/16 7:04,bottom 3,Grassland,above ground,18.134,51.568
12/10/16 7:14,bottom 3,Grassland,above ground,19.134,50.96
12/10/16 7:24,bottom 3,Grassland,above ground,19.134,50.35
12/10/16 7:34,bottom 3,Grassland,above ground,20.635,44.185
12/10/16 7:44,bottom 3,Grassland,above ground,22.636,39.162
12/10/16 7:54,bottom 3,Grassland,above ground,22.136,38.529
12/10/16 8:04,bottom 3,Grassland,above ground,24.637,34.701
12/10/16 8:14,bottom 3,Grassland,above ground,25.637,35.982
12/10/16 8:24,bottom 3,Grassland,above ground,25.137,36.62
12/10/16 8:34,bottom 3,Grassland,above ground,25.637,38.529
12/10/16 8:44,bottom 3,Grassland,above ground,26.637,37.258
12/10/16 8:54,bottom 3,Grassland,above ground,27.137,35.982
12/10/16 9:04,bottom 3,Grassland,above ground,27.636,34.701
12/10/16 9:14,bottom 3,Grassland,above ground,27.636,35.982
12/10/16 9:24,bottom 3,Grassland,above ground,29.136,31.477
12/10/16 9:34,bottom 3,Grassland,above ground,28.136,30.829
12/10/16 9:44,bottom 3,Grassland,above ground,29.136,30.829
12/10/16 9:54,bottom 3,Grassland,above ground,29.636,25.595
12/10/16 10:04,bottom 3,Grassland,above ground,31.635,20.281
12/10/16 10:14,bottom 3,Grassland,above ground,31.135,21.617
12/10/16 10:24,bottom 3,Grassland,above ground,31.135,20.281
12/10/16 10:34,bottom 3,Grassland,above ground,31.135,21.617
12/10/16 10:44,bottom 3,Grassland,above ground,32.134,20.281
12/10/16 10:54,bottom 3,Grassland,above ground,30.635,21.617
12/10/16 11:04,bottom 3,Grassland,above ground,31.635,21.617
12/10/16 11:14,bottom 3,Grassland,above ground,32.134,20.281
12/10/16 11:24,bottom 3,Grassland,above ground,32.134,20.281
12/10/16 11:34,bottom 3,Grassland,above ground,31.635,20.949
12/10/16 11:44,bottom 3,Grassland,above ground,32.634,20.949
12/10/16 11:54,bottom 3,Grassland,above ground,31.635,20.949
12/10/16 12:04,bottom 3,Grassland,above ground,32.634,20.281
12/10/16 12:14,bottom 3,Grassland,above ground,32.634,19.611
12/10/16 12:24,bottom 3,Grassland,above ground,32.134,19.611
12/10/16 12:34,bottom 3,Grassland,above ground,31.135,19.611
12/10/16 12:44,bottom 3,Grassland,above ground,33.633,18.267
12/10/16 12:54,bottom 3,Grassland,above ground,33.133,18.939
12/10/16 13:04,bottom 3,Grassland,above ground,33.133,18.939
12/10/16 13:14,bottom 3,Grassland,above ground,34.132,16.918
12/10/16 13:24,bottom 3,Grassland,above ground,33.633,18.939
12/10/16 13:34,bottom 3,Grassland,above ground,33.633,17.593
12/10/16 13:44,bottom 3,Grassland,above ground,35.131,16.918
12/10/16 13:54,bottom 3,Grassland,above ground,35.631,14.886
12/10/16 14:04,bottom 3,Grassland,above ground,35.631,16.242
12/10/16 14:14,bottom 3,Grassland,above ground,35.631,15.565
12/10/16 14:24,bottom 3,Grassland,above ground,36.629,14.886
12/10/16 14:34,bottom 3,Grassland,above ground,37.129,14.206
12/10/16 14:44,bottom 3,Grassland,above ground,36.13,14.206
12/10/16 14:54,bottom 3,Grassland,above ground,38.127,14.886
12/10/16 15:04,bottom 3,Grassland,above ground,39.126,13.525
12/10/16 15:14,bottom 3,Grassland,above ground,40.124,12.158
12/10/16 15:24,bottom 3,Grassland,above ground,38.127,13.525
12/10/16 15:34,bottom 3,Grassland,above ground,38.127,13.525
12/10/16 15:44,bottom 3,Grassland,above ground,39.126,12.842
12/10/16 15:54,bottom 3,Grassland,above ground,38.627,13.525
12/10/16 16:04,bottom 3,Grassland,above ground,40.124,11.473
12/10/16 16:14,bottom 3,Grassland,above ground,40.124,12.158
12/10/16 16:24,bottom 3,Grassland,above ground,40.623,10.787
12/10/16 16:34,bottom 3,Grassland,above ground,39.625,10.787
12/10/16 16:44,bottom 3,Grassland,above ground,39.625,10.787
12/10/16 16:54,bottom 3,Grassland,above ground,39.625,10.787
12/10/16 17:04,bottom 3,Grassland,above ground,39.625,10.787
12/10/16 17:14,bottom 3,Grassland,above ground,39.126,11.473
12/10/16 17:24,bottom 3,Grassland,above ground,39.126,10.787
12/10/16 17:34,bottom 3,Grassland,above ground,39.126,10.787
12/10/16 17:44,bottom 3,Grassland,above ground,41.122,11.473
12/10/16 17:54,bottom 3,Grassland,above ground,42.121,9.411
12/10/16 18:04,bottom 3,Grassland,above ground,39.625,10.1
12/10/16 18:14,bottom 3,Grassland,above ground,38.127,10.787
12/10/16 18:24,bottom 3,Grassland,above ground,38.127,10.787
12/10/16 18:34,bottom 3,Grassland,above ground,38.127,10.1
12/10/16 18:44,bottom 3,Grassland,above ground,33.133,13.525
12/10/16 18:54,bottom 3,Grassland,above ground,31.635,14.886
12/10/16 19:04,bottom 3,Grassland,above ground,29.636,16.918
12/10/16 19:14,bottom 3,Grassland,above ground,30.135,16.918
12/10/16 19:24,bottom 3,Grassland,above ground,30.635,15.565
12/10/16 19:34,bottom 3,Grassland,above ground,31.135,17.593
12/10/16 19:44,bottom 3,Grassland,above ground,29.136,18.267
12/10/16 19:54,bottom 3,Grassland,above ground,25.137,22.948
12/10/16 20:04,bottom 3,Grassland,above ground,22.136,28.875
12/10/16 20:14,bottom 3,Grassland,above ground,20.135,33.415
12/10/16 20:24,bottom 3,Grassland,above ground,17.633,38.529
12/10/16 20:34,bottom 3,Grassland,above ground,17.133,41.055
12/10/16 20:44,bottom 3,Grassland,above ground,16.632,41.683
12/10/16 20:54,bottom 3,Grassland,above ground,16.632,42.311
12/10/16 21:04,bottom 3,Grassland,above ground,15.13,47.283
12/10/16 21:14,bottom 3,Grassland,above ground,16.632,40.425
12/10/16 21:24,bottom 3,Grassland,above ground,17.633,37.894
12/10/16 21:34,bottom 3,Grassland,above ground,17.133,39.794
12/10/16 21:44,bottom 3,Grassland,above ground,17.633,37.894
12/10/16 21:54,bottom 3,Grassland,above ground,17.133,37.894
12/10/16 22:04,bottom 3,Grassland,above ground,18.134,36.62
12/10/16 22:14,bottom 3,Grassland,above ground,17.133,39.162
12/10/16 22:24,bottom 3,Grassland,above ground,18.134,39.162
12/10/16 22:34,bottom 3,Grassland,above ground,18.134,38.529
12/10/16 22:44,bottom 3,Grassland,above ground,18.134,37.258
12/10/16 22:54,bottom 3,Grassland,above ground,18.134,37.258
12/10/16 23:04,bottom 3,Grassland,above ground,18.134,36.62
12/10/16 23:14,bottom 3,Grassland,above ground,17.133,39.162
12/10/16 23:24,bottom 3,Grassland,above ground,16.132,41.055
12/10/16 23:34,bottom 3,Grassland,above ground,15.13,44.185
12/10/16 23:44,bottom 3,Grassland,above ground,15.13,44.807
12/10/16 23:54,bottom 3,Grassland,above ground,14.63,47.283
12/11/16 0:04,bottom 3,Grassland,above ground,14.129,49.127
12/11/16 0:14,bottom 3,Grassland,above ground,14.63,47.283
12/11/16 0:24,bottom 3,Grassland,above ground,14.63,47.899
12/11/16 0:34,bottom 3,Grassland,above ground,14.63,47.899
12/11/16 0:44,bottom 3,Grassland,above ground,14.129,50.35
12/11/16 0:54,bottom 3,Grassland,above ground,11.125,60.543
12/11/16 1:04,bottom 3,Grassland,above ground,11.125,62.889
12/11/16 1:14,bottom 3,Grassland,above ground,11.125,62.889
12/11/16 1:24,bottom 3,Grassland,above ground,10.624,63.472
12/11/16 1:34,bottom 3,Grassland,above ground,10.123,65.793
12/11/16 1:44,bottom 3,Grassland,above ground,11.625,63.472
12/11/16 1:54,bottom 3,Grassland,above ground,12.627,59.954
12/11/16 2:04,bottom 3,Grassland,above ground,10.624,64.635
12/11/16 2:14,bottom 3,Grassland,above ground,10.624,66.945
12/11/16 2:24,bottom 3,Grassland,above ground,10.624,66.37
12/11/16 2:34,bottom 3,Grassland,above ground,12.126,62.889
12/11/16 2:44,bottom 3,Grassland,above ground,11.625,62.889
12/11/16 2:54,bottom 3,Grassland,above ground,10.123,67.52
12/11/16 3:04,bottom 3,Grassland,above ground,10.624,68.093
12/11/16 3:14,bottom 3,Grassland,above ground,10.624,68.093
12/11/16 3:24,bottom 3,Grassland,above ground,9.622,70.94
12/11/16 3:34,bottom 3,Grassland,above ground,8.119,75.986
12/11/16 3:44,bottom 3,Grassland,above ground,9.121,75.986
12/11/16 3:54,bottom 3,Grassland,above ground,10.123,71.506
12/11/16 4:04,bottom 3,Grassland,above ground,11.125,68.665
12/11/16 4:14,bottom 3,Grassland,above ground,9.622,70.373
12/11/16 4:24,bottom 3,Grassland,above ground,8.62,75.431
12/11/16 4:34,bottom 3,Grassland,above ground,8.119,77.094
12/11/16 4:44,bottom 3,Grassland,above ground,7.618,80.386
12/11/16 4:54,bottom 3,Grassland,above ground,7.618,80.93
12/11/16 5:04,bottom 3,Grassland,above ground,8.62,77.094
12/11/16 5:14,bottom 3,Grassland,above ground,8.119,79.84
12/11/16 5:24,bottom 3,Grassland,above ground,9.121,77.646
12/11/16 5:34,bottom 3,Grassland,above ground,10.123,74.316
12/11/16 5:44,bottom 3,Grassland,above ground,10.624,70.373
12/11/16 5:54,bottom 3,Grassland,above ground,10.123,72.634
12/11/16 6:04,bottom 3,Grassland,above ground,11.125,69.805
12/11/16 6:14,bottom 3,Grassland,above ground,12.627,65.214
12/11/16 6:24,bottom 3,Grassland,above ground,15.13,56.39
12/11/16 6:34,bottom 3,Grassland,above ground,17.633,50.35
12/11/16 6:44,bottom 3,Grassland,above ground,19.635,45.428
12/11/16 6:54,bottom 3,Grassland,above ground,20.635,44.185
12/11/16 7:04,bottom 3,Grassland,above ground,21.136,42.937
12/11/16 7:14,bottom 3,Grassland,above ground,22.136,41.683
12/11/16 7:24,bottom 3,Grassland,above ground,23.637,42.311
12/11/16 7:34,bottom 3,Grassland,above ground,24.637,41.683
12/11/16 7:44,bottom 3,Grassland,above ground,25.637,41.683
12/11/16 7:54,bottom 3,Grassland,above ground,26.637,41.055
12/11/16 8:04,bottom 3,Grassland,above ground,28.136,40.425
12/11/16 8:14,bottom 3,Grassland,above ground,29.636,39.162
12/11/16 8:24,bottom 3,Grassland,above ground,30.135,39.794
12/11/16 8:34,bottom 3,Grassland,above ground,29.136,40.425
12/11/16 8:44,bottom 3,Grassland,above ground,30.635,39.794
12/11/16 8:54,bottom 3,Grassland,above ground,29.636,41.055
12/11/16 9:04,bottom 3,Grassland,above ground,32.134,36.62
12/11/16 9:14,bottom 3,Grassland,above ground,30.635,39.794
12/11/16 9:24,bottom 3,Grassland,above ground,33.133,36.62
12/11/16 9:34,bottom 3,Grassland,above ground,32.634,34.701
12/11/16 9:44,bottom 3,Grassland,above ground,32.634,36.62
12/11/16 9:54,bottom 3,Grassland,above ground,33.133,36.62
12/11/16 10:04,bottom 3,Grassland,above ground,34.632,34.059
12/11/16 10:14,bottom 3,Grassland,above ground,34.132,34.059
12/11/16 10:24,bottom 3,Grassland,above ground,35.131,34.059
12/11/16 10:34,bottom 3,Grassland,above ground,35.631,32.77
12/11/16 10:44,bottom 3,Grassland,above ground,35.131,33.415
12/11/16 10:54,bottom 3,Grassland,above ground,35.131,33.415
12/11/16 11:04,bottom 3,Grassland,above ground,35.631,30.829
12/11/16 11:14,bottom 3,Grassland,above ground,36.629,29.528
12/11/16 11:24,bottom 3,Grassland,above ground,36.13,28.875
12/11/16 11:34,bottom 3,Grassland,above ground,36.629,29.528
12/11/16 11:44,bottom 3,Grassland,above ground,36.13,26.253
12/11/16 11:54,bottom 3,Grassland,above ground,33.133,34.059
12/11/16 12:04,bottom 3,Grassland,above ground,36.13,28.875
12/11/16 12:14,bottom 3,Grassland,above ground,36.629,28.875
12/11/16 12:24,bottom 3,Grassland,above ground,35.131,28.875
12/11/16 12:34,bottom 3,Grassland,above ground,36.13,28.875
12/11/16 12:44,bottom 3,Grassland,above ground,32.634,32.124
12/11/16 12:54,bottom 3,Grassland,above ground,37.129,28.222
12/11/16 13:04,bottom 3,Grassland,above ground,38.627,24.935
12/11/16 13:14,bottom 3,Grassland,above ground,38.127,23.611
12/11/16 13:24,bottom 3,Grassland,above ground,39.625,24.935
12/11/16 13:34,bottom 3,Grassland,above ground,36.13,29.528
12/11/16 13:44,bottom 3,Grassland,above ground,40.124,22.948
12/11/16 13:54,bottom 3,Grassland,above ground,39.625,22.948
12/11/16 14:04,bottom 3,Grassland,above ground,41.122,21.617
12/11/16 14:14,bottom 3,Grassland,above ground,41.621,20.949
12/11/16 14:24,bottom 3,Grassland,above ground,35.631,21.617
12/11/16 14:34,bottom 3,Grassland,above ground,37.129,25.595
12/11/16 14:44,bottom 3,Grassland,above ground,43.119,16.918
12/11/16 14:54,bottom 3,Grassland,above ground,43.119,16.918
12/11/16 15:04,bottom 3,Grassland,above ground,35.131,22.948
12/11/16 15:14,bottom 3,Grassland,above ground,42.62,17.593
12/11/16 15:24,bottom 3,Grassland,above ground,38.127,18.939
12/11/16 15:34,bottom 3,Grassland,above ground,43.119,16.242
12/11/16 15:44,bottom 3,Grassland,above ground,39.126,18.267
12/11/16 15:54,bottom 3,Grassland,above ground,35.631,23.611
12/11/16 16:04,bottom 3,Grassland,above ground,43.119,16.242
12/11/16 16:14,bottom 3,Grassland,above ground,44.116,15.565
12/11/16 16:24,bottom 3,Grassland,above ground,43.617,16.242
12/11/16 16:34,bottom 3,Grassland,above ground,35.131,22.283
12/11/16 16:44,bottom 3,Grassland,above ground,44.116,14.886
12/11/16 16:54,bottom 3,Grassland,above ground,43.119,16.242
12/11/16 17:04,bottom 3,Grassland,above ground,35.631,20.949
12/11/16 17:14,bottom 3,Grassland,above ground,42.62,15.565
12/11/16 17:24,bottom 3,Grassland,above ground,35.131,21.617
12/11/16 17:34,bottom 3,Grassland,above ground,33.633,22.948
12/11/16 17:44,bottom 3,Grassland,above ground,35.131,21.617
12/11/16 17:54,bottom 3,Grassland,above ground,43.119,14.886
12/11/16 18:04,bottom 3,Grassland,above ground,40.623,16.918
12/11/16 18:14,bottom 3,Grassland,above ground,40.623,16.918
12/11/16 18:24,bottom 3,Grassland,above ground,40.623,16.918
12/11/16 18:34,bottom 3,Grassland,above ground,38.627,17.593
12/11/16 18:44,bottom 3,Grassland,above ground,36.629,20.281
12/11/16 18:54,bottom 3,Grassland,above ground,33.133,23.611
12/11/16 19:04,bottom 3,Grassland,above ground,33.633,24.274
12/11/16 19:14,bottom 3,Grassland,above ground,33.133,25.595
12/11/16 19:24,bottom 3,Grassland,above ground,34.132,23.611
12/11/16 19:34,bottom 3,Grassland,above ground,33.133,26.253
12/11/16 19:44,bottom 3,Grassland,above ground,32.134,28.222
12/11/16 19:54,bottom 3,Grassland,above ground,28.136,33.415
12/11/16 20:04,bottom 3,Grassland,above ground,25.637,39.162
12/11/16 20:14,bottom 3,Grassland,above ground,24.637,42.937
12/11/16 20:24,bottom 3,Grassland,above ground,24.137,45.428
12/11/16 20:34,bottom 3,Grassland,above ground,23.136,48.514
12/11/16 20:44,bottom 3,Grassland,above ground,22.636,49.127
12/11/16 20:54,bottom 3,Grassland,above ground,23.637,49.739
12/11/16 21:04,bottom 3,Grassland,above ground,22.636,51.568
12/11/16 21:14,bottom 3,Grassland,above ground,23.136,50.96
12/11/16 21:24,bottom 3,Grassland,above ground,22.636,48.514
12/11/16 21:34,bottom 3,Grassland,above ground,22.636,48.514
12/11/16 21:44,bottom 3,Grassland,above ground,21.636,53.386
12/11/16 21:54,bottom 3,Grassland,above ground,21.136,55.792
12/11/16 22:04,bottom 3,Grassland,above ground,20.135,59.954
12/11/16 22:14,bottom 3,Grassland,above ground,20.135,56.39
12/11/16 22:24,bottom 3,Grassland,above ground,22.136,46.666
12/11/16 22:34,bottom 3,Grassland,above ground,21.136,47.899
12/11/16 22:44,bottom 3,Grassland,above ground,20.135,51.568
12/11/16 22:54,bottom 3,Grassland,above ground,18.634,55.192
12/11/16 23:04,bottom 3,Grassland,above ground,19.134,50.35
12/11/16 23:14,bottom 3,Grassland,above ground,21.636,41.055
12/11/16 23:24,bottom 3,Grassland,above ground,21.136,40.425
12/11/16 23:34,bottom 3,Grassland,above ground,21.636,39.162
12/11/16 23:44,bottom 3,Grassland,above ground,21.136,39.794
12/11/16 23:54,bottom 3,Grassland,above ground,21.636,39.794
12/12/16 0:04,bottom 3,Grassland,above ground,20.635,39.794
12/12/16 0:14,bottom 3,Grassland,above ground,21.136,38.529
12/12/16 0:24,bottom 3,Grassland,above ground,21.136,38.529
12/12/16 0:34,bottom 3,Grassland,above ground,18.634,45.428
12/12/16 0:44,bottom 3,Grassland,above ground,19.134,45.428
12/12/16 0:54,bottom 3,Grassland,above ground,18.634,47.283
12/12/16 1:04,bottom 3,Grassland,above ground,18.634,47.283
12/12/16 1:14,bottom 3,Grassland,above ground,18.634,48.514
12/12/16 1:24,bottom 3,Grassland,above ground,19.635,46.666
12/12/16 1:34,bottom 3,Grassland,above ground,20.135,45.428
12/12/16 1:44,bottom 3,Grassland,above ground,20.635,47.283
12/12/16 1:54,bottom 3,Grassland,above ground,20.635,49.739
12/12/16 2:04,bottom 3,Grassland,above ground,22.136,52.175
12/12/16 2:14,bottom 3,Grassland,above ground,21.636,54.591
12/12/16 2:24,bottom 3,Grassland,above ground,21.636,56.39
12/12/16 2:34,bottom 3,Grassland,above ground,22.136,56.987
12/12/16 2:44,bottom 3,Grassland,above ground,21.136,59.363
12/12/16 2:54,bottom 3,Grassland,above ground,20.635,61.719
12/12/16 3:04,bottom 3,Grassland,above ground,21.136,61.132
12/12/16 3:14,bottom 3,Grassland,above ground,21.636,62.304
12/12/16 3:24,bottom 3,Grassland,above ground,21.136,62.889
12/12/16 3:34,bottom 3,Grassland,above ground,21.136,64.635
12/12/16 3:44,bottom 3,Grassland,above ground,21.136,65.793
12/12/16 3:54,bottom 3,Grassland,above ground,20.635,67.52
12/12/16 4:04,bottom 3,Grassland,above ground,21.136,67.52
12/12/16 4:14,bottom 3,Grassland,above ground,21.136,66.37
12/12/16 4:24,bottom 3,Grassland,above ground,20.135,68.093
12/12/16 4:34,bottom 3,Grassland,above ground,20.135,68.093
12/12/16 4:44,bottom 3,Grassland,above ground,19.635,69.236
12/12/16 4:54,bottom 3,Grassland,above ground,20.135,68.665
12/12/16 5:04,bottom 3,Grassland,above ground,20.135,68.093
12/12/16 5:14,bottom 3,Grassland,above ground,19.635,69.805
12/12/16 5:24,bottom 3,Grassland,above ground,19.635,69.236
12/12/16 5:34,bottom 3,Grassland,above ground,20.135,67.52
12/12/16 5:44,bottom 3,Grassland,above ground,20.635,64.635
12/12/16 5:54,bottom 3,Grassland,above ground,20.135,65.214
12/12/16 6:04,bottom 3,Grassland,above ground,20.135,66.37
12/12/16 6:14,bottom 3,Grassland,above ground,20.635,65.793
12/12/16 6:24,bottom 3,Grassland,above ground,21.636,61.719
12/12/16 6:34,bottom 3,Grassland,above ground,21.136,62.304
12/12/16 6:44,bottom 3,Grassland,above ground,22.136,59.954
12/12/16 6:54,bottom 3,Grassland,above ground,24.637,52.781
12/12/16 7:04,bottom 3,Grassland,above ground,25.637,48.514
12/12/16 7:14,bottom 3,Grassland,above ground,26.637,45.428
12/12/16 7:24,bottom 3,Grassland,above ground,27.137,44.185
12/12/16 7:34,bottom 3,Grassland,above ground,28.136,41.683
12/12/16 7:44,bottom 3,Grassland,above ground,28.636,39.162
12/12/16 7:54,bottom 3,Grassland,above ground,29.636,35.342
12/12/16 8:04,bottom 3,Grassland,above ground,29.636,35.342
12/12/16 8:14,bottom 3,Grassland,above ground,31.135,33.415
12/12/16 8:24,bottom 3,Grassland,above ground,31.135,34.059
