Date.Time,location,position,depth,Temp,Humdity
12/11/16 9:24,bottom 3,Grassland,below ground,21.567,100.321
12/11/16 9:34,bottom 3,Grassland,below ground,21.567,99.855
12/11/16 9:44,bottom 3,Grassland,below ground,22.067,100.321
12/11/16 9:54,bottom 3,Grassland,below ground,22.568,99.855
12/11/16 10:04,bottom 3,Grassland,below ground,22.568,99.855
12/11/16 10:14,bottom 3,Grassland,below ground,23.068,100.321
12/11/16 10:24,bottom 3,Grassland,below ground,23.068,99.855
12/11/16 10:34,bottom 3,Grassland,below ground,23.568,99.855
12/11/16 10:44,bottom 3,Grassland,below ground,23.568,100.321
12/11/16 10:54,bottom 3,Grassland,below ground,24.068,99.387
12/11/16 11:04,bottom 3,Grassland,below ground,24.068,99.855
12/11/16 11:14,bottom 3,Grassland,below ground,24.568,99.387
12/11/16 11:24,bottom 3,Grassland,below ground,25.068,99.855
12/11/16 11:34,bottom 3,Grassland,below ground,25.068,99.855
12/11/16 11:44,bottom 3,Grassland,below ground,25.568,99.387
12/11/16 11:54,bottom 3,Grassland,below ground,25.568,99.855
12/11/16 12:04,bottom 3,Grassland,below ground,25.568,99.855
12/11/16 12:14,bottom 3,Grassland,below ground,26.068,98.447
12/11/16 12:24,bottom 3,Grassland,below ground,26.568,99.855
12/11/16 12:34,bottom 3,Grassland,below ground,26.568,99.855
12/11/16 12:44,bottom 3,Grassland,below ground,27.068,99.387
12/11/16 12:54,bottom 3,Grassland,below ground,27.068,99.855
12/11/16 13:04,bottom 3,Grassland,below ground,27.068,98.918
12/11/16 13:14,bottom 3,Grassland,below ground,27.568,99.387
12/11/16 13:24,bottom 3,Grassland,below ground,27.568,99.387
12/11/16 13:34,bottom 3,Grassland,below ground,28.068,98.918
12/11/16 13:44,bottom 3,Grassland,below ground,28.068,98.447
12/11/16 13:54,bottom 3,Grassland,below ground,28.068,99.387
12/11/16 14:04,bottom 3,Grassland,below ground,28.567,98.447
12/11/16 14:14,bottom 3,Grassland,below ground,28.567,98.918
12/11/16 14:24,bottom 3,Grassland,below ground,29.067,98.918
12/11/16 14:34,bottom 3,Grassland,below ground,29.067,98.918
12/11/16 14:44,bottom 3,Grassland,below ground,29.067,98.447
12/11/16 14:54,bottom 3,Grassland,below ground,29.067,98.447
12/11/16 15:04,bottom 3,Grassland,below ground,29.566,98.447
12/11/16 15:14,bottom 3,Grassland,below ground,29.067,98.918
12/11/16 15:24,bottom 3,Grassland,below ground,29.566,99.387
12/11/16 15:34,bottom 3,Grassland,below ground,29.566,98.447
12/11/16 15:44,bottom 3,Grassland,below ground,29.566,99.387
12/11/16 15:54,bottom 3,Grassland,below ground,29.566,99.855
12/11/16 16:04,bottom 3,Grassland,below ground,29.566,98.918
12/11/16 16:14,bottom 3,Grassland,below ground,29.566,98.447
12/11/16 16:24,bottom 3,Grassland,below ground,29.566,98.918
12/11/16 16:34,bottom 3,Grassland,below ground,29.566,98.447
12/11/16 16:44,bottom 3,Grassland,below ground,29.566,97.501
12/11/16 16:54,bottom 3,Grassland,below ground,29.566,98.447
12/11/16 17:04,bottom 3,Grassland,below ground,29.566,98.918
12/11/16 17:14,bottom 3,Grassland,below ground,29.566,99.387
12/11/16 17:24,bottom 3,Grassland,below ground,29.566,98.918
12/11/16 17:34,bottom 3,Grassland,below ground,29.067,98.447
12/11/16 17:44,bottom 3,Grassland,below ground,29.067,98.918
12/11/16 17:54,bottom 3,Grassland,below ground,28.567,98.447
12/11/16 18:04,bottom 3,Grassland,below ground,28.567,98.447
12/11/16 18:14,bottom 3,Grassland,below ground,28.567,97.975
12/11/16 18:24,bottom 3,Grassland,below ground,28.567,98.447
12/11/16 18:34,bottom 3,Grassland,below ground,28.068,98.918
12/11/16 18:44,bottom 3,Grassland,below ground,28.068,97.975
12/11/16 18:54,bottom 3,Grassland,below ground,28.068,97.975
12/11/16 19:04,bottom 3,Grassland,below ground,27.568,98.447
12/11/16 19:14,bottom 3,Grassland,below ground,27.568,98.447
12/11/16 19:24,bottom 3,Grassland,below ground,27.568,98.447
12/11/16 19:34,bottom 3,Grassland,below ground,27.068,98.918
12/11/16 19:44,bottom 3,Grassland,below ground,27.068,97.501
12/11/16 19:54,bottom 3,Grassland,below ground,27.068,98.447
12/11/16 20:04,bottom 3,Grassland,below ground,26.568,98.918
12/11/16 20:14,bottom 3,Grassland,below ground,26.568,98.447
12/11/16 20:24,bottom 3,Grassland,below ground,26.568,98.918
12/11/16 20:34,bottom 3,Grassland,below ground,26.568,98.447
12/11/16 20:44,bottom 3,Grassland,below ground,26.068,98.447
12/11/16 20:54,bottom 3,Grassland,below ground,26.068,99.387
12/11/16 21:04,bottom 3,Grassland,below ground,26.068,98.918
12/11/16 21:14,bottom 3,Grassland,below ground,26.068,98.447
12/11/16 21:24,bottom 3,Grassland,below ground,25.568,98.447
12/11/16 21:34,bottom 3,Grassland,below ground,25.568,98.447
12/11/16 21:44,bottom 3,Grassland,below ground,25.568,98.447
12/11/16 21:54,bottom 3,Grassland,below ground,25.568,98.447
12/11/16 22:04,bottom 3,Grassland,below ground,25.068,98.447
12/11/16 22:14,bottom 3,Grassland,below ground,25.068,98.918
12/11/16 22:24,bottom 3,Grassland,below ground,25.068,98.918
12/11/16 22:34,bottom 3,Grassland,below ground,25.068,98.918
12/11/16 22:44,bottom 3,Grassland,below ground,24.568,98.918
12/11/16 22:54,bottom 3,Grassland,below ground,24.568,98.918
12/11/16 23:04,bottom 3,Grassland,below ground,24.568,98.918
12/11/16 23:14,bottom 3,Grassland,below ground,24.568,98.447
12/11/16 23:24,bottom 3,Grassland,below ground,24.568,98.918
12/11/16 23:34,bottom 3,Grassland,below ground,24.068,98.918
12/11/16 23:44,bottom 3,Grassland,below ground,24.068,98.447
12/11/16 23:54,bottom 3,Grassland,below ground,24.068,98.918
12/12/16 0:04,bottom 3,Grassland,below ground,24.068,98.918
12/12/16 0:14,bottom 3,Grassland,below ground,24.068,98.918
12/12/16 0:24,bottom 3,Grassland,below ground,23.568,98.447
12/12/16 0:34,bottom 3,Grassland,below ground,23.568,99.387
12/12/16 0:44,bottom 3,Grassland,below ground,23.568,98.918
12/12/16 0:54,bottom 3,Grassland,below ground,23.568,100.785
12/12/16 1:04,bottom 3,Grassland,below ground,23.568,98.918
12/12/16 1:14,bottom 3,Grassland,below ground,23.568,99.387
12/12/16 1:24,bottom 3,Grassland,below ground,23.568,98.918
12/12/16 1:34,bottom 3,Grassland,below ground,23.568,99.387
12/12/16 1:44,bottom 3,Grassland,below ground,23.568,99.387
12/12/16 1:54,bottom 3,Grassland,below ground,23.068,98.918
12/12/16 2:04,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 2:14,bottom 3,Grassland,below ground,23.068,98.918
12/12/16 2:24,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 2:34,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 2:44,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 2:54,bottom 3,Grassland,below ground,23.068,98.918
12/12/16 3:04,bottom 3,Grassland,below ground,23.068,98.918
12/12/16 3:14,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 3:24,bottom 3,Grassland,below ground,23.068,98.918
12/12/16 3:34,bottom 3,Grassland,below ground,23.068,98.918
12/12/16 3:44,bottom 3,Grassland,below ground,23.068,98.918
12/12/16 3:54,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 4:04,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 4:14,bottom 3,Grassland,below ground,23.068,98.918
12/12/16 4:24,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 4:34,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 4:44,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 4:54,bottom 3,Grassland,below ground,22.568,98.918
12/12/16 5:04,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 5:14,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 5:24,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 5:34,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 5:44,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 5:54,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 6:04,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 6:14,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 6:24,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 6:34,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 6:44,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 6:54,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 7:04,bottom 3,Grassland,below ground,22.568,97.975
12/12/16 7:14,bottom 3,Grassland,below ground,22.568,100.321
12/12/16 7:24,bottom 3,Grassland,below ground,22.568,98.447
12/12/16 7:34,bottom 3,Grassland,below ground,22.568,100.321
12/12/16 7:44,bottom 3,Grassland,below ground,22.568,98.447
12/12/16 7:54,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 8:04,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 8:14,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 8:24,bottom 3,Grassland,below ground,22.568,99.387
12/12/16 8:34,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 8:44,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 8:54,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 9:04,bottom 3,Grassland,below ground,23.068,99.387
12/12/16 9:14,bottom 3,Grassland,below ground,23.568,99.387
12/12/16 9:24,bottom 3,Grassland,below ground,23.568,99.387
12/12/16 9:34,bottom 3,Grassland,below ground,23.568,99.855
12/12/16 9:44,bottom 3,Grassland,below ground,24.068,100.321
12/12/16 9:54,bottom 3,Grassland,below ground,24.068,99.387
12/12/16 10:04,bottom 3,Grassland,below ground,24.068,99.387
12/12/16 10:14,bottom 3,Grassland,below ground,24.568,99.387
12/12/16 10:24,bottom 3,Grassland,below ground,24.568,99.387
12/12/16 10:34,bottom 3,Grassland,below ground,25.068,99.855
12/12/16 10:44,bottom 3,Grassland,below ground,25.068,99.387
12/12/16 10:54,bottom 3,Grassland,below ground,25.568,99.387
12/12/16 11:04,bottom 3,Grassland,below ground,25.568,98.447
12/12/16 11:14,bottom 3,Grassland,below ground,26.068,99.387
12/12/16 11:24,bottom 3,Grassland,below ground,26.068,98.447
12/12/16 11:34,bottom 3,Grassland,below ground,26.568,98.918
12/12/16 11:44,bottom 3,Grassland,below ground,26.568,98.918
12/12/16 11:54,bottom 3,Grassland,below ground,27.068,98.918
12/12/16 12:04,bottom 3,Grassland,below ground,27.068,98.447
12/12/16 12:14,bottom 3,Grassland,below ground,27.568,98.918
12/12/16 12:24,bottom 3,Grassland,below ground,28.068,98.918
12/12/16 12:34,bottom 3,Grassland,below ground,28.068,98.918
12/12/16 12:44,bottom 3,Grassland,below ground,28.567,98.447
12/12/16 12:54,bottom 3,Grassland,below ground,28.567,98.918
12/12/16 13:04,bottom 3,Grassland,below ground,29.067,99.855
12/12/16 13:14,bottom 3,Grassland,below ground,29.067,98.447
12/12/16 13:24,bottom 3,Grassland,below ground,29.566,97.975
12/12/16 13:34,bottom 3,Grassland,below ground,29.566,97.975
12/12/16 13:44,bottom 3,Grassland,below ground,30.066,97.501
12/12/16 13:54,bottom 3,Grassland,below ground,30.066,98.447
12/12/16 14:04,bottom 3,Grassland,below ground,30.066,97.975
12/12/16 14:14,bottom 3,Grassland,below ground,30.565,97.975
12/12/16 14:24,bottom 3,Grassland,below ground,30.565,97.501
12/12/16 14:34,bottom 3,Grassland,below ground,31.065,97.975
12/12/16 14:44,bottom 3,Grassland,below ground,31.065,98.918
12/12/16 14:54,bottom 3,Grassland,below ground,31.065,97.025
12/12/16 15:04,bottom 3,Grassland,below ground,31.065,98.447
12/12/16 15:14,bottom 3,Grassland,below ground,31.564,97.501
12/12/16 15:24,bottom 3,Grassland,below ground,31.564,97.975
12/12/16 15:34,bottom 3,Grassland,below ground,31.564,97.501
12/12/16 15:44,bottom 3,Grassland,below ground,31.564,97.501
12/12/16 15:54,bottom 3,Grassland,below ground,32.064,97.501
12/12/16 16:04,bottom 3,Grassland,below ground,32.064,97.501
12/12/16 16:14,bottom 3,Grassland,below ground,32.064,97.975
12/12/16 16:24,bottom 3,Grassland,below ground,32.064,97.501
12/12/16 16:34,bottom 3,Grassland,below ground,32.064,97.501
12/12/16 16:44,bottom 3,Grassland,below ground,32.064,97.025
12/12/16 16:54,bottom 3,Grassland,below ground,32.064,97.025
12/12/16 17:04,bottom 3,Grassland,below ground,32.064,97.025
12/12/16 17:14,bottom 3,Grassland,below ground,31.564,97.025
12/12/16 17:24,bottom 3,Grassland,below ground,31.564,97.025
12/12/16 17:34,bottom 3,Grassland,below ground,31.564,97.025
12/12/16 17:44,bottom 3,Grassland,below ground,31.065,96.548
12/12/16 17:54,bottom 3,Grassland,below ground,31.065,96.548
12/12/16 18:04,bottom 3,Grassland,below ground,30.565,97.025
12/12/16 18:14,bottom 3,Grassland,below ground,30.565,97.025
12/12/16 18:24,bottom 3,Grassland,below ground,30.565,97.025
12/12/16 18:34,bottom 3,Grassland,below ground,30.066,96.548
12/12/16 18:44,bottom 3,Grassland,below ground,30.066,96.548
12/12/16 18:54,bottom 3,Grassland,below ground,30.066,96.068
12/12/16 19:04,bottom 3,Grassland,below ground,29.566,97.025
12/12/16 19:14,bottom 3,Grassland,below ground,29.566,96.548
12/12/16 19:24,bottom 3,Grassland,below ground,29.566,97.501
12/12/16 19:34,bottom 3,Grassland,below ground,29.067,97.025
12/12/16 19:44,bottom 3,Grassland,below ground,29.067,96.548
12/12/16 19:54,bottom 3,Grassland,below ground,28.567,97.025
12/12/16 20:04,bottom 3,Grassland,below ground,28.567,96.548
12/12/16 20:14,bottom 3,Grassland,below ground,28.567,96.548
12/12/16 20:24,bottom 3,Grassland,below ground,28.068,96.548
12/12/16 20:34,bottom 3,Grassland,below ground,28.068,97.025
12/12/16 20:44,bottom 3,Grassland,below ground,28.068,97.501
12/12/16 20:54,bottom 3,Grassland,below ground,27.568,96.548
12/12/16 21:04,bottom 3,Grassland,below ground,27.568,97.501
12/12/16 21:14,bottom 3,Grassland,below ground,27.568,97.975
12/12/16 21:24,bottom 3,Grassland,below ground,27.568,97.025
12/12/16 21:34,bottom 3,Grassland,below ground,27.068,97.501
12/12/16 21:44,bottom 3,Grassland,below ground,27.068,96.548
12/12/16 21:54,bottom 3,Grassland,below ground,27.068,97.025
12/12/16 22:04,bottom 3,Grassland,below ground,26.568,96.548
12/12/16 22:14,bottom 3,Grassland,below ground,26.568,97.501
12/12/16 22:24,bottom 3,Grassland,below ground,26.568,97.501
12/12/16 22:34,bottom 3,Grassland,below ground,26.568,97.025
12/12/16 22:44,bottom 3,Grassland,below ground,26.068,97.975
12/12/16 22:54,bottom 3,Grassland,below ground,26.068,97.501
12/12/16 23:04,bottom 3,Grassland,below ground,26.068,96.548
12/12/16 23:14,bottom 3,Grassland,below ground,26.068,97.501
12/12/16 23:24,bottom 3,Grassland,below ground,26.068,97.025
12/12/16 23:34,bottom 3,Grassland,below ground,25.568,97.025
12/12/16 23:44,bottom 3,Grassland,below ground,25.568,97.501
12/12/16 23:54,bottom 3,Grassland,below ground,25.568,96.548
12/13/16 0:04,bottom 3,Grassland,below ground,25.568,97.501
12/13/16 0:14,bottom 3,Grassland,below ground,25.568,97.501
12/13/16 0:24,bottom 3,Grassland,below ground,25.568,97.501
12/13/16 0:34,bottom 3,Grassland,below ground,25.068,97.501
12/13/16 0:44,bottom 3,Grassland,below ground,25.068,97.501
12/13/16 0:54,bottom 3,Grassland,below ground,25.068,97.501
12/13/16 1:04,bottom 3,Grassland,below ground,25.068,98.447
12/13/16 1:14,bottom 3,Grassland,below ground,25.068,97.501
12/13/16 1:24,bottom 3,Grassland,below ground,25.068,97.975
12/13/16 1:34,bottom 3,Grassland,below ground,24.568,96.548
12/13/16 1:44,bottom 3,Grassland,below ground,24.568,97.501
12/13/16 1:54,bottom 3,Grassland,below ground,24.568,97.501
12/13/16 2:04,bottom 3,Grassland,below ground,24.568,97.501
12/13/16 2:14,bottom 3,Grassland,below ground,24.568,97.501
12/13/16 2:24,bottom 3,Grassland,below ground,24.568,97.501
12/13/16 2:34,bottom 3,Grassland,below ground,24.568,97.501
12/13/16 2:44,bottom 3,Grassland,below ground,24.568,97.975
12/13/16 2:54,bottom 3,Grassland,below ground,24.068,97.975
12/13/16 3:04,bottom 3,Grassland,below ground,24.068,97.501
12/13/16 3:14,bottom 3,Grassland,below ground,24.068,97.975
12/13/16 3:24,bottom 3,Grassland,below ground,24.068,97.501
12/13/16 3:34,bottom 3,Grassland,below ground,24.068,97.975
12/13/16 3:44,bottom 3,Grassland,below ground,24.068,97.975
12/13/16 3:54,bottom 3,Grassland,below ground,24.068,97.975
12/13/16 4:04,bottom 3,Grassland,below ground,24.068,97.501
12/13/16 4:14,bottom 3,Grassland,below ground,24.068,98.918
12/13/16 4:24,bottom 3,Grassland,below ground,24.068,98.447
12/13/16 4:34,bottom 3,Grassland,below ground,24.068,97.501
12/13/16 4:44,bottom 3,Grassland,below ground,23.568,98.447
12/13/16 4:54,bottom 3,Grassland,below ground,23.568,98.918
12/13/16 5:04,bottom 3,Grassland,below ground,23.568,97.501
12/13/16 5:14,bottom 3,Grassland,below ground,23.568,97.975
12/13/16 5:24,bottom 3,Grassland,below ground,23.568,97.975
12/13/16 5:34,bottom 3,Grassland,below ground,23.568,97.975
12/13/16 5:44,bottom 3,Grassland,below ground,23.568,97.501
12/13/16 5:54,bottom 3,Grassland,below ground,23.568,97.975
12/13/16 6:04,bottom 3,Grassland,below ground,23.568,97.975
12/13/16 6:14,bottom 3,Grassland,below ground,23.568,97.025
12/13/16 6:24,bottom 3,Grassland,below ground,23.568,97.975
12/13/16 6:34,bottom 3,Grassland,below ground,23.568,97.975
12/13/16 6:44,bottom 3,Grassland,below ground,23.568,98.447
12/13/16 6:54,bottom 3,Grassland,below ground,23.568,98.447
12/13/16 7:04,bottom 3,Grassland,below ground,23.568,97.501
12/13/16 7:14,bottom 3,Grassland,below ground,23.568,97.975
12/13/16 7:24,bottom 3,Grassland,below ground,23.568,97.975
12/13/16 7:34,bottom 3,Grassland,below ground,23.568,98.447
12/13/16 7:44,bottom 3,Grassland,below ground,23.568,97.975
12/13/16 7:54,bottom 3,Grassland,below ground,23.568,98.447
12/13/16 8:04,bottom 3,Grassland,below ground,23.568,98.447
12/13/16 8:14,bottom 3,Grassland,below ground,23.568,97.975
12/13/16 8:24,bottom 3,Grassland,below ground,23.568,97.975
12/13/16 8:34,bottom 3,Grassland,below ground,23.568,97.975
12/13/16 8:44,bottom 3,Grassland,below ground,24.068,97.975
12/13/16 8:54,bottom 3,Grassland,below ground,24.068,98.447
12/13/16 9:04,bottom 3,Grassland,below ground,24.068,98.447
12/13/16 9:14,bottom 3,Grassland,below ground,24.068,97.975
12/13/16 9:24,bottom 3,Grassland,below ground,24.568,97.975
12/13/16 9:34,bottom 3,Grassland,below ground,24.568,98.447
12/13/16 9:44,bottom 3,Grassland,below ground,25.068,97.501
12/13/16 9:54,bottom 3,Grassland,below ground,25.068,97.975
12/13/16 10:04,bottom 3,Grassland,below ground,25.068,97.975
12/13/16 10:14,bottom 3,Grassland,below ground,25.568,97.975
12/13/16 10:24,bottom 3,Grassland,below ground,25.568,97.501
12/13/16 10:34,bottom 3,Grassland,below ground,26.068,98.447
12/13/16 10:44,bottom 3,Grassland,below ground,26.068,97.501
12/13/16 10:54,bottom 3,Grassland,below ground,26.568,97.501
12/13/16 11:04,bottom 3,Grassland,below ground,26.568,98.447
12/13/16 11:14,bottom 3,Grassland,below ground,27.068,97.501
12/13/16 11:24,bottom 3,Grassland,below ground,27.568,97.975
12/13/16 11:34,bottom 3,Grassland,below ground,27.568,97.975
12/13/16 11:44,bottom 3,Grassland,below ground,28.068,97.025
12/13/16 11:54,bottom 3,Grassland,below ground,28.068,97.025
12/13/16 12:04,bottom 3,Grassland,below ground,28.567,97.025
12/13/16 12:14,bottom 3,Grassland,below ground,28.567,97.501
12/13/16 12:24,bottom 3,Grassland,below ground,29.067,97.501
12/13/16 12:34,bottom 3,Grassland,below ground,29.566,97.501
12/13/16 12:44,bottom 3,Grassland,below ground,29.566,97.025
12/13/16 12:54,bottom 3,Grassland,below ground,30.066,97.025
12/13/16 13:04,bottom 3,Grassland,below ground,30.066,97.025
12/13/16 13:14,bottom 3,Grassland,below ground,30.565,97.025
12/13/16 13:24,bottom 3,Grassland,below ground,30.565,97.025
12/13/16 13:34,bottom 3,Grassland,below ground,31.065,96.068
12/13/16 13:44,bottom 3,Grassland,below ground,31.065,95.588
12/13/16 13:54,bottom 3,Grassland,below ground,31.564,96.068
12/13/16 14:04,bottom 3,Grassland,below ground,31.564,97.025
12/13/16 14:14,bottom 3,Grassland,below ground,32.064,96.068
12/13/16 14:24,bottom 3,Grassland,below ground,32.064,96.068
12/13/16 14:34,bottom 3,Grassland,below ground,32.064,96.068
12/13/16 14:44,bottom 3,Grassland,below ground,32.563,95.588
12/13/16 14:54,bottom 3,Grassland,below ground,32.563,96.548
12/13/16 15:04,bottom 3,Grassland,below ground,32.563,96.068
12/13/16 15:14,bottom 3,Grassland,below ground,33.062,96.068
12/13/16 15:24,bottom 3,Grassland,below ground,33.062,95.588
12/13/16 15:34,bottom 3,Grassland,below ground,33.062,96.068
12/13/16 15:44,bottom 3,Grassland,below ground,33.062,95.588
12/13/16 15:54,bottom 3,Grassland,below ground,33.561,95.588
12/13/16 16:04,bottom 3,Grassland,below ground,33.561,95.105
12/13/16 16:14,bottom 3,Grassland,below ground,33.561,96.068
12/13/16 16:24,bottom 3,Grassland,below ground,33.561,95.105
12/13/16 16:34,bottom 3,Grassland,below ground,33.062,95.588
12/13/16 16:44,bottom 3,Grassland,below ground,33.062,95.588
12/13/16 16:54,bottom 3,Grassland,below ground,33.062,95.588
12/13/16 17:04,bottom 3,Grassland,below ground,33.062,95.105
12/13/16 17:14,bottom 3,Grassland,below ground,33.062,95.588
12/13/16 17:24,bottom 3,Grassland,below ground,33.062,95.105
12/13/16 17:34,bottom 3,Grassland,below ground,32.563,95.105
12/13/16 17:44,bottom 3,Grassland,below ground,32.563,95.105
12/13/16 17:54,bottom 3,Grassland,below ground,32.563,94.136
12/13/16 18:04,bottom 3,Grassland,below ground,32.064,95.105
12/13/16 18:14,bottom 3,Grassland,below ground,32.064,94.621
12/13/16 18:24,bottom 3,Grassland,below ground,31.564,94.621
12/13/16 18:34,bottom 3,Grassland,below ground,31.564,94.136
12/13/16 18:44,bottom 3,Grassland,below ground,31.065,96.068
12/13/16 18:54,bottom 3,Grassland,below ground,31.065,94.621
12/13/16 19:04,bottom 3,Grassland,below ground,30.565,95.105
12/13/16 19:14,bottom 3,Grassland,below ground,30.565,94.621
12/13/16 19:24,bottom 3,Grassland,below ground,30.066,95.105
12/13/16 19:34,bottom 3,Grassland,below ground,30.066,94.621
12/13/16 19:44,bottom 3,Grassland,below ground,30.066,94.621
12/13/16 19:54,bottom 3,Grassland,below ground,29.566,94.621
12/13/16 20:04,bottom 3,Grassland,below ground,29.566,94.621
12/13/16 20:14,bottom 3,Grassland,below ground,29.067,94.621
12/13/16 20:24,bottom 3,Grassland,below ground,29.067,94.621
12/13/16 20:34,bottom 3,Grassland,below ground,29.067,95.105
12/13/16 20:44,bottom 3,Grassland,below ground,28.567,94.136
12/13/16 20:54,bottom 3,Grassland,below ground,28.567,95.105
12/13/16 21:04,bottom 3,Grassland,below ground,28.068,95.105
12/13/16 21:14,bottom 3,Grassland,below ground,28.068,95.105
12/13/16 21:24,bottom 3,Grassland,below ground,28.068,94.621
12/13/16 21:34,bottom 3,Grassland,below ground,27.568,95.105
12/13/16 21:44,bottom 3,Grassland,below ground,27.568,95.105
12/13/16 21:54,bottom 3,Grassland,below ground,27.568,94.621
12/13/16 22:04,bottom 3,Grassland,below ground,27.068,95.105
12/13/16 22:14,bottom 3,Grassland,below ground,27.068,95.588
12/13/16 22:24,bottom 3,Grassland,below ground,27.068,95.588
12/13/16 22:34,bottom 3,Grassland,below ground,27.068,95.588
12/13/16 22:44,bottom 3,Grassland,below ground,26.568,95.588
12/13/16 22:54,bottom 3,Grassland,below ground,26.568,95.588
12/13/16 23:04,bottom 3,Grassland,below ground,26.568,95.588
12/13/16 23:14,bottom 3,Grassland,below ground,26.568,95.588
12/13/16 23:24,bottom 3,Grassland,below ground,26.568,95.588
12/13/16 23:34,bottom 3,Grassland,below ground,26.068,95.105
12/13/16 23:44,bottom 3,Grassland,below ground,26.068,95.588
12/13/16 23:54,bottom 3,Grassland,below ground,26.068,95.105
12/14/16 0:04,bottom 3,Grassland,below ground,26.068,95.588
12/14/16 0:14,bottom 3,Grassland,below ground,26.068,96.068
12/14/16 0:24,bottom 3,Grassland,below ground,26.068,95.105
12/14/16 0:34,bottom 3,Grassland,below ground,26.068,95.588
12/14/16 0:44,bottom 3,Grassland,below ground,26.068,96.068
12/14/16 0:54,bottom 3,Grassland,below ground,25.568,96.068
12/14/16 1:04,bottom 3,Grassland,below ground,25.568,95.105
12/14/16 1:14,bottom 3,Grassland,below ground,25.568,95.588
12/14/16 1:24,bottom 3,Grassland,below ground,25.568,96.548
12/14/16 1:34,bottom 3,Grassland,below ground,25.568,95.588
12/14/16 1:44,bottom 3,Grassland,below ground,25.568,96.068
12/14/16 1:54,bottom 3,Grassland,below ground,25.568,95.588
12/14/16 2:04,bottom 3,Grassland,below ground,25.568,96.068
12/14/16 2:14,bottom 3,Grassland,below ground,25.568,96.068
12/14/16 2:24,bottom 3,Grassland,below ground,25.068,96.548
12/14/16 2:34,bottom 3,Grassland,below ground,25.068,96.068
12/14/16 2:44,bottom 3,Grassland,below ground,25.068,96.548
12/14/16 2:54,bottom 3,Grassland,below ground,25.068,95.588
12/14/16 3:04,bottom 3,Grassland,below ground,25.068,96.068
12/14/16 3:14,bottom 3,Grassland,below ground,25.068,95.588
12/14/16 3:24,bottom 3,Grassland,below ground,25.068,96.068
12/14/16 3:34,bottom 3,Grassland,below ground,25.068,96.068
12/14/16 3:44,bottom 3,Grassland,below ground,25.068,96.068
12/14/16 3:54,bottom 3,Grassland,below ground,25.068,96.068
12/14/16 4:04,bottom 3,Grassland,below ground,25.068,95.588
12/14/16 4:14,bottom 3,Grassland,below ground,24.568,95.588
12/14/16 4:24,bottom 3,Grassland,below ground,24.568,96.068
12/14/16 4:34,bottom 3,Grassland,below ground,24.568,96.068
12/14/16 4:44,bottom 3,Grassland,below ground,24.568,96.068
12/14/16 4:54,bottom 3,Grassland,below ground,24.568,96.548
12/14/16 5:04,bottom 3,Grassland,below ground,24.568,96.068
12/14/16 5:14,bottom 3,Grassland,below ground,24.568,96.548
12/14/16 5:24,bottom 3,Grassland,below ground,24.568,96.068
12/14/16 5:34,bottom 3,Grassland,below ground,24.568,96.548
12/14/16 5:44,bottom 3,Grassland,below ground,24.568,96.548
12/14/16 5:54,bottom 3,Grassland,below ground,24.568,96.548
12/14/16 6:04,bottom 3,Grassland,below ground,24.568,96.068
12/14/16 6:14,bottom 3,Grassland,below ground,24.568,96.068
12/14/16 6:24,bottom 3,Grassland,below ground,24.068,97.975
12/14/16 6:34,bottom 3,Grassland,below ground,24.068,97.025
12/14/16 6:44,bottom 3,Grassland,below ground,24.068,97.025
12/14/16 6:54,bottom 3,Grassland,below ground,24.068,95.588
12/14/16 7:04,bottom 3,Grassland,below ground,24.068,96.548
12/14/16 7:14,bottom 3,Grassland,below ground,24.068,95.588
12/14/16 7:24,bottom 3,Grassland,below ground,24.068,96.068
12/14/16 7:34,bottom 3,Grassland,below ground,24.068,96.068
12/14/16 7:44,bottom 3,Grassland,below ground,24.068,97.501
