Time,Tree,Edge,20 meters,Grass
12/25/16 9:44,,25.137,32.602,42.121
12/25/16 9:54,,25.637,32.602,45.114
12/25/16 10:04,,26.137,34.598,48.107
12/25/16 10:14,,25.637,33.6,49.104
12/25/16 10:24,,27.136,33.6,49.603
12/25/16 10:34,,27.136,35.097,52.095
12/25/16 10:44,,27.636,35.097,55.085
12/25/16 10:54,,30.134,35.596,55.085
12/25/16 11:04,,31.133,36.095,55.583
12/25/16 11:14,,30.633,35.097,56.082
12/25/16 11:24,,31.632,35.596,57.078
12/25/16 11:34,,32.631,35.596,57.576
12/25/16 11:44,,32.131,36.095,58.074
12/25/16 11:54,,32.131,35.596,56.082
12/25/16 12:04,,33.13,36.095,56.082
12/25/16 12:14,,32.631,35.097,56.58
12/25/16 12:24,,33.13,36.095,56.58
12/25/16 12:34,,34.627,36.594,57.576
12/25/16 12:44,,33.13,36.095,56.58
12/25/16 12:54,,33.629,35.596,56.082
12/25/16 13:04,,33.629,36.095,56.082
12/25/16 13:14,,34.627,35.596,55.583
12/25/16 13:24,,34.627,36.594,56.082
12/25/16 13:34,,34.128,37.591,56.082
12/25/16 13:44,,34.128,37.092,55.085
12/25/16 13:54,,34.627,37.092,55.085
12/25/16 14:04,,33.629,37.092,54.089
12/25/16 14:14,,34.128,32.602,49.603
12/25/16 14:24,,34.627,37.591,53.59
12/25/16 14:34,,35.625,38.09,54.089
12/25/16 14:44,,35.126,38.09,53.092
12/25/16 14:54,,35.625,38.588,53.092
12/25/16 15:04,,35.126,35.097,52.594
12/25/16 15:14,,36.623,39.585,52.594
12/25/16 15:24,,35.625,39.087,51.597
12/25/16 15:34,,37.122,39.585,49.104
12/25/16 15:44,,33.629,34.598,45.613
12/25/16 15:54,,35.126,39.585,48.107
12/25/16 16:04,,30.633,33.6,45.613
12/25/16 16:14,,35.126,38.588,49.603
12/25/16 16:24,,34.128,39.585,48.107
12/25/16 16:34,,33.13,36.594,46.112
12/25/16 16:44,,33.629,39.087,44.615
12/25/16 16:54,,32.631,38.588,39.625
12/25/16 17:04,,32.131,32.602,33.633
12/25/16 17:14,,32.131,38.09,40.623
12/25/16 17:24,,33.13,38.09,41.122
12/25/16 17:34,,32.631,37.092,39.126
12/25/16 17:44,,32.131,38.09,37.129
12/25/16 17:54,,32.131,37.591,36.629
12/25/16 18:04,,32.631,38.09,35.631
12/25/16 18:14,,32.631,37.092,34.132
12/25/16 18:24,,32.131,37.092,32.634
12/25/16 18:34,,31.632,36.594,31.135
12/25/16 18:44,,31.133,36.095,29.636
12/25/16 18:54,,31.133,35.596,28.136
12/25/16 19:04,,30.633,34.598,27.137
12/25/16 19:14,,30.633,30.605,26.637
12/25/16 19:24,,30.134,30.105,26.137
12/25/16 19:34,,29.634,29.606,25.637
12/25/16 19:44,,28.635,28.606,25.637
12/25/16 19:54,,27.636,27.607,24.637
12/25/16 20:04,,27.136,27.107,24.137
12/25/16 20:14,,26.636,26.107,23.637
12/25/16 20:24,,26.137,25.607,23.637
12/25/16 20:34,,25.637,24.607,23.136
12/25/16 20:44,,25.137,23.607,22.636
12/25/16 20:54,,25.137,23.607,22.636
12/25/16 21:04,,24.637,23.607,22.636
12/25/16 21:14,,24.137,23.107,22.136
12/25/16 21:24,,24.637,22.606,22.136
12/25/16 21:34,,24.137,22.606,22.136
12/25/16 21:44,,24.137,22.106,22.136
12/25/16 21:54,,23.637,22.106,21.636
12/25/16 22:04,,23.136,21.605,21.636
12/25/16 22:14,,22.636,21.105,21.636
12/25/16 22:24,,22.636,21.105,21.136
12/25/16 22:34,,22.636,21.605,21.136
12/25/16 22:44,,23.136,22.106,21.136
12/25/16 22:54,,23.136,22.106,21.136
12/25/16 23:04,,23.136,22.106,21.136
12/25/16 23:14,,23.136,22.106,21.136
12/25/16 23:24,,23.136,22.606,21.136
12/25/16 23:34,,23.136,22.106,21.136
12/25/16 23:44,,23.136,21.605,21.136
12/25/16 23:54,,23.136,22.106,21.136
12/26/16 0:04,,22.636,21.605,21.136
12/26/16 0:14,,22.136,20.604,20.635
12/26/16 0:24,,21.636,20.604,20.635
12/26/16 0:34,,21.636,20.104,20.635
12/26/16 0:44,,21.135,20.104,20.635
12/26/16 0:54,,21.636,20.104,20.635
12/26/16 1:04,,21.135,20.104,20.635
12/26/16 1:14,,21.636,20.104,20.635
12/26/16 1:24,,20.635,20.104,20.135
12/26/16 1:34,,21.135,20.104,20.135
12/26/16 1:44,,20.635,19.603,20.135
12/26/16 1:54,,20.635,19.102,19.635
12/26/16 2:04,,20.635,18.602,19.635
12/26/16 2:14,,20.635,18.602,19.635
12/26/16 2:24,,20.635,18.101,19.635
12/26/16 2:34,,20.135,18.101,19.635
12/26/16 2:44,,20.135,18.602,19.635
12/26/16 2:54,,19.634,18.602,19.635
12/26/16 3:04,,20.135,18.602,19.635
12/26/16 3:14,,20.135,18.101,19.134
12/26/16 3:24,,20.135,18.602,19.635
12/26/16 3:34,,19.634,18.602,19.635
12/26/16 3:44,,19.634,18.602,19.635
12/26/16 3:54,,19.634,18.602,19.635
12/26/16 4:04,,19.634,19.102,19.635
12/26/16 4:14,,19.634,19.102,19.635
12/26/16 4:24,,20.135,19.102,19.635
12/26/16 4:34,,19.634,19.102,19.635
12/26/16 4:44,,20.135,19.102,19.635
12/26/16 4:54,,19.634,18.602,19.635
12/26/16 5:04,,19.634,18.602,19.635
12/26/16 5:14,,19.634,18.602,19.635
12/26/16 5:24,,19.634,18.602,19.134
12/26/16 5:34,,19.634,18.101,19.134
12/26/16 5:44,,19.634,18.602,19.635
12/26/16 5:54,,19.634,19.102,19.635
12/26/16 6:04,,19.634,19.102,19.635
12/26/16 6:14,,19.634,19.603,19.635
12/26/16 6:24,,20.135,20.104,19.635
12/26/16 6:34,,20.635,20.104,20.135
12/26/16 6:44,,20.635,20.604,20.135
12/26/16 6:54,,21.135,21.105,20.135
12/26/16 7:04,,21.135,21.605,20.635
12/26/16 7:14,,21.636,22.606,20.635
12/26/16 7:24,,22.136,26.607,21.136
12/26/16 7:34,,22.636,27.607,21.136
12/26/16 7:44,,23.136,28.107,21.636
12/26/16 7:54,,23.637,28.606,22.136
12/26/16 8:04,,24.137,29.606,22.636
12/26/16 8:14,,24.637,30.605,24.137
12/26/16 8:24,,24.637,30.605,24.137
12/26/16 8:34,,25.637,32.103,26.137
12/26/16 8:44,,26.636,31.104,28.636
12/26/16 8:54,,26.636,31.603,31.135
12/26/16 9:04,,26.137,32.103,34.632
12/26/16 9:14,,27.136,32.602,38.127
12/26/16 9:24,,27.136,32.602,38.627
12/26/16 9:34,,27.136,32.602,41.122
12/26/16 9:44,,27.636,34.099,44.116
12/26/16 9:54,,28.136,33.101,44.615
12/26/16 10:04,,28.136,33.6,46.611
12/26/16 10:14,,29.135,33.6,48.605
12/26/16 10:24,,29.135,34.099,50.101
12/26/16 10:34,,29.634,35.097,51.098
12/26/16 10:44,,29.634,35.596,52.095
12/26/16 10:54,,31.133,34.099,53.092
12/26/16 11:04,,32.631,35.097,54.089
12/26/16 11:14,,33.13,35.596,36.13
12/26/16 11:24,,33.629,35.596,33.633
12/26/16 11:34,,33.13,35.097,33.633
12/26/16 11:44,,33.629,35.596,33.633
12/26/16 11:54,,33.629,36.095,33.133
12/26/16 12:04,,33.629,36.095,33.633
12/26/16 12:14,,34.128,36.095,34.132
12/26/16 12:24,,35.126,36.095,35.131
12/26/16 12:34,,34.627,36.594,35.631
12/26/16 12:44,,34.627,36.594,35.131
12/26/16 12:54,,34.128,36.594,35.631
12/26/16 13:04,,34.627,36.594,35.631
12/26/16 13:14,,35.625,37.092,37.628
12/26/16 13:24,,35.625,36.594,37.129
12/26/16 13:34,,35.625,38.09,37.129
12/26/16 13:44,,36.124,36.095,37.628
12/26/16 13:54,,35.126,36.594,35.631
12/26/16 14:04,,32.131,34.598,37.628
12/26/16 14:14,,35.625,34.598,38.127
12/26/16 14:24,,36.623,34.598,37.129
12/26/16 14:34,,36.124,39.087,35.131
12/26/16 14:44,,35.625,39.585,38.127
12/26/16 14:54,,35.625,38.588,39.126
12/26/16 15:04,,33.13,36.095,35.131
12/26/16 15:14,,34.128,36.594,38.127
12/26/16 15:24,,36.124,36.594,37.628
12/26/16 15:34,,36.124,38.09,42.121
12/26/16 15:44,,36.623,39.087,40.623
12/26/16 15:54,,36.623,39.087,39.625
12/26/16 16:04,,35.625,38.588,38.627
12/26/16 16:14,,32.631,34.598,36.13
12/26/16 16:24,,34.627,38.588,35.131
12/26/16 16:34,,33.629,37.092,40.124
12/26/16 16:44,,35.126,38.09,40.124
12/26/16 16:54,,34.627,38.588,40.623
12/26/16 17:04,,33.13,33.101,37.628
12/26/16 17:14,,35.126,38.588,40.623
12/26/16 17:24,,35.126,38.588,41.621
12/26/16 17:34,,33.629,35.596,35.131
12/26/16 17:44,,33.13,35.596,37.628
12/26/16 17:54,,33.13,36.095,39.126
12/26/16 18:04,,34.128,38.09,40.124
12/26/16 18:14,,34.128,37.092,39.126
12/26/16 18:24,,34.128,36.594,38.127
12/26/16 18:34,,33.629,37.591,40.124
12/26/16 18:44,,33.13,37.092,39.126
12/26/16 18:54,,32.631,36.095,35.131
12/26/16 19:04,,32.131,34.099,34.132
12/26/16 19:14,,31.632,31.603,31.635
12/26/16 19:24,,30.633,30.605,30.635
12/26/16 19:34,,30.633,29.606,30.635
12/26/16 19:44,,30.134,29.106,31.635
12/26/16 19:54,,29.135,28.107,29.636
12/26/16 20:04,,29.135,26.607,27.137
12/26/16 20:14,,28.635,25.107,25.137
12/26/16 20:24,,28.136,24.107,24.637
12/26/16 20:34,,26.636,23.107,24.137
12/26/16 20:44,,25.637,22.106,23.637
12/26/16 20:54,,25.137,21.605,22.636
12/26/16 21:04,,25.137,21.605,22.636
12/26/16 21:14,,24.137,21.605,22.136
12/26/16 21:24,,24.637,21.605,21.636
12/26/16 21:34,,24.137,21.605,21.136
12/26/16 21:44,,24.137,21.605,21.136
12/26/16 21:54,,23.136,21.105,21.136
12/26/16 22:04,,23.136,20.604,20.635
12/26/16 22:14,,23.136,20.604,20.635
12/26/16 22:24,,23.136,20.104,20.635
12/26/16 22:34,,24.137,20.604,20.635
12/26/16 22:44,,23.637,20.604,20.635
12/26/16 22:54,,24.137,20.604,21.136
12/26/16 23:04,,25.137,20.604,20.635
12/26/16 23:14,,24.137,20.604,20.635
12/26/16 23:24,,23.136,20.604,20.635
12/26/16 23:34,,24.137,20.104,20.635
12/26/16 23:44,,23.637,20.604,20.635
12/26/16 23:54,,23.637,20.604,20.635
12/27/16 0:04,,24.137,20.604,20.135
12/27/16 0:14,,23.136,20.604,20.635
12/27/16 0:24,,23.637,21.105,21.136
12/27/16 0:34,,23.637,21.105,21.136
12/27/16 0:44,,23.637,21.105,20.635
12/27/16 0:54,,23.136,20.604,20.635
12/27/16 1:04,,23.637,21.105,20.635
12/27/16 1:14,,23.637,21.105,20.135
12/27/16 1:24,,23.136,21.105,20.135
12/27/16 1:34,,23.136,21.105,20.135
12/27/16 1:44,,23.136,21.105,20.135
12/27/16 1:54,,23.136,20.604,20.135
12/27/16 2:04,,23.637,20.604,19.635
12/27/16 2:14,,22.636,19.603,19.635
12/27/16 2:24,,22.636,19.102,19.134
12/27/16 2:34,,21.636,18.602,18.134
12/27/16 2:44,,20.635,18.101,17.633
12/27/16 2:54,,20.635,17.6,17.133
12/27/16 3:04,,20.135,17.099,16.632
12/27/16 3:14,,19.634,17.099,16.632
12/27/16 3:24,,19.134,17.099,17.633
12/27/16 3:34,,20.635,17.6,17.133
12/27/16 3:44,,21.135,17.6,17.633
12/27/16 3:54,,20.635,17.099,17.633
12/27/16 4:04,,19.634,17.6,17.633
12/27/16 4:14,,19.634,17.6,17.633
12/27/16 4:24,,20.135,17.6,18.134
12/27/16 4:34,,20.635,18.101,17.633
12/27/16 4:44,,20.135,17.6,17.633
12/27/16 4:54,,19.134,17.099,17.633
12/27/16 5:04,,19.634,17.099,17.633
12/27/16 5:14,,19.134,17.6,17.133
12/27/16 5:24,,20.635,18.602,18.634
12/27/16 5:34,,20.635,19.603,19.635
12/27/16 5:44,,21.135,19.603,19.635
12/27/16 5:54,,21.135,20.104,19.635
12/27/16 6:04,,20.635,20.104,19.635
12/27/16 6:14,,21.135,20.104,19.635
12/27/16 6:24,,21.135,20.604,20.635
12/27/16 6:34,,21.636,21.105,21.636
12/27/16 6:44,,21.636,21.605,22.136
12/27/16 6:54,,22.136,22.106,22.636
12/27/16 7:04,,22.136,22.606,23.637
12/27/16 7:14,,22.636,23.607,25.137
12/27/16 7:24,,23.637,28.606,25.637
12/27/16 7:34,,24.137,28.606,25.637
12/27/16 7:44,,24.137,29.106,27.137
12/27/16 7:54,,25.137,30.605,27.636
12/27/16 8:04,,25.637,31.104,29.136
12/27/16 8:14,,26.636,32.602,29.636
12/27/16 8:24,,26.636,30.105,28.636
12/27/16 8:34,,27.136,32.602,29.136
12/27/16 8:44,,28.136,32.602,30.635
12/27/16 8:54,,28.635,34.099,31.635
12/27/16 9:04,,28.635,34.099,32.634
12/27/16 9:14,,29.135,34.598,31.635
12/27/16 9:24,,28.635,34.099,32.134
12/27/16 9:34,,29.135,34.598,31.635
12/27/16 9:44,,29.634,35.596,34.132
12/27/16 9:54,,30.134,35.596,33.633
12/27/16 10:04,,30.633,37.092,34.132
12/27/16 10:14,,30.134,36.095,34.132
12/27/16 10:24,,31.632,37.092,34.632
12/27/16 10:34,,31.133,33.6,31.635
12/27/16 10:44,,29.634,31.104,30.635
12/27/16 10:54,,32.631,39.087,36.13
12/27/16 11:04,,34.128,36.594,35.131
12/27/16 11:14,,35.126,38.09,35.131
12/27/16 11:24,,33.13,34.099,32.134
12/27/16 11:34,,32.631,36.095,34.132
12/27/16 11:44,,34.627,37.591,35.131
12/27/16 11:54,,36.623,38.09,35.631
12/27/16 12:04,,35.625,37.591,35.631
12/27/16 12:14,,35.126,37.092,36.13
12/27/16 12:24,,36.124,37.591,36.629
12/27/16 12:34,,35.625,37.092,36.13
12/27/16 12:44,,36.124,38.09,36.13
12/27/16 12:54,,36.124,37.591,37.628
12/27/16 13:04,,35.625,35.596,36.13
12/27/16 13:14,,36.623,38.09,37.129
12/27/16 13:24,,36.623,38.09,38.127
12/27/16 13:34,,37.62,40.083,38.127
12/27/16 13:44,,36.124,38.09,38.127
12/27/16 13:54,,35.625,38.588,38.627
12/27/16 14:04,,36.623,39.585,38.627
12/27/16 14:14,,37.122,39.087,38.627
12/27/16 14:24,,37.122,39.087,40.623
12/27/16 14:34,,38.618,40.083,41.122
12/27/16 14:44,,37.62,39.585,40.623
12/27/16 14:54,,38.119,39.585,40.124
12/27/16 15:04,,37.62,40.582,41.122
12/27/16 15:14,,38.119,40.582,41.621
12/27/16 15:24,,38.119,40.083,41.621
12/27/16 15:34,,38.119,40.083,42.62
12/27/16 15:44,,38.618,40.083,43.119
12/27/16 15:54,,38.618,40.582,42.121
12/27/16 16:04,,39.116,40.582,39.625
12/27/16 16:14,,38.119,40.582,42.62
12/27/16 16:24,,37.122,40.083,41.621
12/27/16 16:34,,36.124,40.582,42.62
12/27/16 16:44,,38.119,40.582,42.62
12/27/16 16:54,,35.625,40.083,41.621
12/27/16 17:04,,36.124,39.585,41.621
12/27/16 17:14,,35.625,38.588,41.621
12/27/16 17:24,,36.124,38.588,42.121
12/27/16 17:34,,35.625,38.588,42.62
12/27/16 17:44,,35.126,38.588,41.621
12/27/16 17:54,,34.627,38.588,42.62
12/27/16 18:04,,35.126,37.591,42.62
12/27/16 18:14,,35.126,37.591,41.122
12/27/16 18:24,,35.126,37.591,40.623
12/27/16 18:34,,34.128,37.591,40.124
12/27/16 18:44,,33.629,36.594,40.623
12/27/16 18:54,,33.629,36.594,36.629
12/27/16 19:04,,33.13,35.596,36.13
12/27/16 19:14,,33.13,32.602,33.633
12/27/16 19:24,,32.631,32.602,34.132
12/27/16 19:34,,32.131,31.603,33.133
12/27/16 19:44,,31.632,30.605,34.132
12/27/16 19:54,,30.633,29.606,32.634
12/27/16 20:04,,29.634,27.607,29.636
12/27/16 20:14,,29.135,27.107,28.136
12/27/16 20:24,,28.635,26.107,26.637
12/27/16 20:34,,28.136,25.107,25.137
12/27/16 20:44,,28.136,23.607,24.637
12/27/16 20:54,,27.636,22.606,23.637
12/27/16 21:04,,28.136,22.106,22.636
12/27/16 21:14,,27.636,22.106,22.636
12/27/16 21:24,,27.136,22.106,22.636
12/27/16 21:34,,27.136,21.605,23.136
12/27/16 21:44,,26.636,21.105,22.636
12/27/16 21:54,,26.636,21.605,23.136
12/27/16 22:04,,26.137,21.105,22.636
12/27/16 22:14,,25.637,21.105,22.636
12/27/16 22:24,,25.637,20.604,22.136
12/27/16 22:34,,25.637,20.604,22.136
12/27/16 22:44,,25.637,21.105,21.636
12/27/16 22:54,,25.137,20.604,21.136
12/27/16 23:04,,24.637,19.603,21.136
12/27/16 23:14,,23.637,19.603,20.635
12/27/16 23:24,,24.637,19.603,20.635
12/27/16 23:34,,24.637,19.603,20.635
12/27/16 23:44,,23.637,19.603,20.635
12/27/16 23:54,,23.637,19.102,19.635
12/28/16 0:04,,23.637,19.102,20.135
12/28/16 0:14,,22.636,18.602,19.635
12/28/16 0:24,,23.136,18.602,20.135
12/28/16 0:34,,22.136,18.602,20.135
12/28/16 0:44,,22.136,18.101,19.635
12/28/16 0:54,,22.136,18.602,19.134
12/28/16 1:04,,22.636,19.102,18.634
12/28/16 1:14,,22.136,19.603,20.635
12/28/16 1:24,,22.136,20.104,20.135
12/28/16 1:34,,22.136,20.604,20.635
12/28/16 1:44,,23.136,21.605,21.636
12/28/16 1:54,,23.637,21.605,20.635
12/28/16 2:04,,22.636,21.105,20.135
12/28/16 2:14,,22.636,20.604,20.135
12/28/16 2:24,,23.136,21.105,21.136
12/28/16 2:34,,22.636,20.604,20.635
12/28/16 2:44,,21.636,20.104,20.635
12/28/16 2:54,,21.636,19.603,19.635
12/28/16 3:04,,21.636,20.104,19.635
12/28/16 3:14,,21.636,20.104,19.635
12/28/16 3:24,,21.636,19.603,19.635
12/28/16 3:34,,21.636,19.603,19.134
12/28/16 3:44,,21.135,20.104,18.134
12/28/16 3:54,,20.635,19.603,18.634
12/28/16 4:04,,20.135,18.602,18.634
12/28/16 4:14,,20.635,19.603,19.134
12/28/16 4:24,,20.635,18.602,17.633
12/28/16 4:34,,20.135,18.602,17.633
12/28/16 4:44,,21.135,19.603,19.635
12/28/16 4:54,,21.135,19.102,19.134
12/28/16 5:04,,21.135,19.603,19.134
12/28/16 5:14,,21.135,19.603,19.635
12/28/16 5:24,,21.636,20.604,20.635
12/28/16 5:34,,21.636,20.104,20.135
12/28/16 5:44,,21.636,20.104,20.135
12/28/16 5:54,,21.135,20.104,19.635
12/28/16 6:04,,21.135,19.603,19.635
12/28/16 6:14,,21.636,20.604,20.635
12/28/16 6:24,,22.136,21.605,22.136
12/28/16 6:34,,22.636,22.106,23.136
12/28/16 6:44,,23.136,22.606,23.637
12/28/16 6:54,,23.136,23.107,24.637
12/28/16 7:04,,23.136,23.607,25.137
12/28/16 7:14,,23.637,24.107,25.637
12/28/16 7:24,,24.137,28.107,25.637
12/28/16 7:34,,24.137,28.606,26.637
12/28/16 7:44,,24.637,29.606,27.137
12/28/16 7:54,,25.137,30.105,27.636
12/28/16 8:04,,25.637,31.104,28.136
12/28/16 8:14,,26.137,31.603,29.136
12/28/16 8:24,,26.636,30.605,28.136
12/28/16 8:34,,26.636,30.605,28.136
12/28/16 8:44,,27.636,31.603,30.135
12/28/16 8:54,,29.135,33.6,31.635
12/28/16 9:04,,28.635,33.6,31.635
12/28/16 9:14,,29.634,35.097,32.634
12/28/16 9:24,,29.135,33.101,31.635
12/28/16 9:34,,29.135,32.602,31.635
12/28/16 9:44,,29.135,31.603,30.635
12/28/16 9:54,,30.134,35.596,33.133
12/28/16 10:04,,29.634,34.099,33.633
