Year	Date 	Paddock	Transect 	Distance	Groundcover	Species 1	H1 	Species 2	H2	Species 3	H3
2016	12/21/2016	Back Aero	10	12	L	Solanum sp.	0.05				
2016	12/21/2016	Back Aero	10	13	B						
2016	12/21/2016	Back Aero	10	14	B						
2016	12/21/2016	Back Aero	10	15	L						
2016	12/21/2016	Back Aero	10	16	L	Sida sp.	0.05	Sclerolaena birchii	0.3		
2016	12/21/2016	Back Aero	10	17	L	ISC					
2016	12/21/2016	Back Aero	10	18	L	Einadia nutans 	0.1	Eucalyptus sp.	18		
2016	12/21/2016	Back Aero	10	19	L	ISC					
2016	12/21/2016	Back Aero	10	20	L	Einadia nutans 	0.01	ISC			
2016	12/21/2016	Back Aero	10	21	L	Einadia nutans 	0.01	ISC			
2016	12/21/2016	Back Aero	10	22	L	Eucalyptus sp.	15	Eucalyptus sp.	20		
2016	12/21/2016	Back Aero	10	23	L	Eucalyptus sp.	4	Eucalyptus sp.	18		
2016	12/21/2016	Back Aero	10	24	L	Einadia nutans 	0.05	Eucalyptus sp.	5	Eucalyptus sp.	15
2016	12/21/2016	Back Aero	10	25	L	Eucalyptus sp.	6	Eucalyptus sp.	16		
2016	12/21/2016	Back Aero	10	26	L	Eucalyptus sp.	15				
2016	12/21/2016	Back Aero	10	27	L	Enteropogon acicularis 	0.2	Eucalyptus sp.	20		
2016	12/21/2016	Back Aero	10	28	L	Eucalyptus sp.	14				
2016	12/21/2016	Back Aero	10	29	L	Eucalyptus sp.	10				
2016	12/21/2016	Back Aero	10	30	L	Eucalyptus sp.	15	Eucalyptus sp.	20		
2016	12/21/2016	Back Aero	10	31	L	Sclerolaena birchii	0.2	Eucalyptus sp.	15		
2016	12/21/2016	Back Aero	10	32	L	Eucalyptus sp.	15	Eucalyptus sp.	25		
2016	12/21/2016	Back Aero	10	33	L	Enteropogon acicularis 	0.1	Eucalyptus sp.	15		
2016	12/21/2016	Back Aero	10	34	L	Enteropogon acicularis 	0.2	ISC			
2016	12/21/2016	Back Aero	10	35	L						
2016	12/21/2016	Back Aero	10	36	L	Sida sp.	0.1				
2016	12/21/2016	Back Aero	10	37	L	Chenopodium sp.	0.1				
2016	12/21/2016	Back Aero	10	38	L	Chenopodium sp.	0.1	ISC			
2016	12/21/2016	Back Aero	10	39	L	Eucalyptus sp.	15				
2016	12/21/2016	Back Aero	10	40	L	ISC					
2016	12/21/2016	Back Aero	10	41	L	Eucalyptus sp.	15				
2016	12/21/2016	Back Aero	10	42	L	Einadia nutans 	0.05	Eucalyptus sp.	15		
2016	12/21/2016	Back Aero	10	43	L	Paspalidium constrictum 	0.1	Eucalyptus sp.	15		
2016	12/21/2016	Back Aero	10	44	L	Dichondra sp.	0.01	Eucalyptus sp.	15		
2016	12/21/2016	Back Aero	10	45	L	Eucalyptus sp.	15				
2016	12/21/2016	Back Aero	10	46	CWD	Eucalyptus sp.	12	Eucalyptus sp.	18		
2016	12/21/2016	Back Aero	10	47	L	Eucalyptus sp.	4	Eucalyptus sp.	10	Eucalyptus sp.	15
2016	12/21/2016	Back Aero	10	48	L	Eucalyptus sp.	2				
2016	12/21/2016	Back Aero	10	49	L	Eucalyptus sp.	4				
2016	12/21/2016	Back Aero	10	50	B	Geijera parviflora 	10	Eucalyptus sp.	15		
2016	12/21/2016	Back Aero	11	1	L	Enteropogon acicularis 	0.1				
2016	12/21/2016	Back Aero	11	2	L						
2016	12/21/2016	Back Aero	11	3	L	Enteropogon acicularis 	0.1				
2016	12/21/2016	Back Aero	11	4	L						
2016	12/21/2016	Back Aero	11	5	L						
2016	12/21/2016	Back Aero	11	6	L						
2016	12/21/2016	Back Aero	11	7	L	Echium plantagineum 	0.05				
2016	12/21/2016	Back Aero	11	8	L						
2016	12/21/2016	Back Aero	11	9	L						
2016	12/21/2016	Back Aero	11	10	L	Enteropogon acicularis 	0.05				
2016	12/21/2016	Back Aero	11	11	L						
2016	12/21/2016	Back Aero	11	12	B	Enteropogon acicularis 	0.05				
2016	12/21/2016	Back Aero	11	13	B						
2016	12/21/2016	Back Aero	11	14	L	Enteropogon acicularis 	0.05				
2016	12/21/2016	Back Aero	11	15	L						
2016	12/21/2016	Back Aero	11	16	L	Enteropogon acicularis 	0.05				
2016	12/21/2016	Back Aero	11	17	B						
2016	12/21/2016	Back Aero	11	18	B						
2016	12/21/2016	Back Aero	11	19	L	Enteropogon acicularis 	0.05				
2016	12/21/2016	Back Aero	11	20	B	Enteropogon acicularis 	0.05				
2016	12/21/2016	Back Aero	11	21	B						
2016	12/21/2016	Back Aero	11	22	B						
2016	12/21/2016	Back Aero	11	23	L	Sida sp.	0.01				
2016	12/21/2016	Back Aero	11	24	B						
2016	12/21/2016	Back Aero	11	25	B						
2016	12/21/2016	Back Aero	11	26	L						
2016	12/21/2016	Back Aero	11	27	B						
2016	12/21/2016	Back Aero	11	28	L						
2016	12/21/2016	Back Aero	11	29	B						
2016	12/21/2016	Back Aero	11	30	L	Enteropogon acicularis 	0.05				
2016	12/21/2016	Back Aero	11	31	B						
2016	12/21/2016	Back Aero	11	32	B						
2016	12/21/2016	Back Aero	11	33	B						
2016	12/21/2016	Back Aero	11	34	B						
2016	12/21/2016	Back Aero	11	35	B						
2016	12/21/2016	Back Aero	11	36	B	Unknown herb	0.05				
2016	12/21/2016	Back Aero	11	37	B						
2016	12/21/2016	Back Aero	11	38	B						
2016	12/21/2016	Back Aero	11	39	L	Enteropogon acicularis 	0.1				
2016	12/21/2016	Back Aero	11	40	L						
2016	12/21/2016	Back Aero	11	41	L						
2016	12/21/2016	Back Aero	11	42	L	Unknown herb	0.1				
2016	12/21/2016	Back Aero	11	43	L						
2016	12/21/2016	Back Aero	11	44	L	Enteropogon acicularis 	0.05				
2016	12/21/2016	Back Aero	11	45	L						
2016	12/21/2016	Back Aero	11	46	L	ISC					
2016	12/21/2016	Back Aero	11	47	L						
2016	12/21/2016	Back Aero	11	48	L	Enteropogon acicularis 	0.05				
2016	12/21/2016	Back Aero	11	49	L						
2016	12/21/2016	Back Aero	11	50	L						
2016	12/21/2016	Back Aero	12	1	L	Rytidosperma caesitosum	0.3				
2016	12/21/2016	Back Aero	12	2	L						
2016	12/21/2016	Back Aero	12	3	L	Enteropogon acicularis 	0.1				
2016	12/21/2016	Back Aero	12	4	B						
2016	12/21/2016	Back Aero	12	5	B						
2016	12/21/2016	Back Aero	12	6	L	Enteropogon acicularis 	0.1				
2016	12/21/2016	Back Aero	12	7	B						
2016	12/21/2016	Back Aero	12	8	L	Enteropogon acicularis 	0.2				
2016	12/21/2016	Back Aero	12	9	B						
2016	12/21/2016	Back Aero	12	10	B						
2016	12/21/2016	Back Aero	12	11	B						
2016	12/21/2016	Back Aero	12	12	L						
2016	12/21/2016	Back Aero	12	13	L	Oxalis 	0.1				
2016	12/21/2016	Back Aero	12	14	L						
2016	12/21/2016	Back Aero	12	15	L	Enteropogon acicularis 	0.05				
2016	12/21/2016	Back Aero	12	16	L	Enteropogon acicularis 	0.3				
2016	12/21/2016	Back Aero	12	17	L						
2016	12/21/2016	Back Aero	12	18	L	Enteropogon acicularis 	0.2				
2016	12/21/2016	Back Aero	12	19	L						
2016	12/21/2016	Back Aero	12	20	L						
2016	12/21/2016	Back Aero	12	21	L	Sida sp.	0.01				
2016	12/21/2016	Back Aero	12	22	B						
2016	12/21/2016	Back Aero	12	23	B	Enteropogon acicularis 	0.1				
2016	12/21/2016	Back Aero	12	24	L						
2016	12/21/2016	Back Aero	12	25	L	Enteropogon acicularis 	0.1				
2016	12/21/2016	Back Aero	12	26	L						
2016	12/21/2016	Back Aero	12	27	B	Enteropogon acicularis 	0.2				
2016	12/21/2016	Back Aero	12	28	L						
2016	12/21/2016	Back Aero	12	29	B	Enteropogon acicularis 	0.2	Rytidosperma caesitosum	0.05		
2016	12/21/2016	Back Aero	12	30	B	Enteropogon acicularis 	0.3				
2016	12/21/2016	Back Aero	12	31	L						
2016	12/21/2016	Back Aero	12	32	B						
2016	12/21/2016	Back Aero	12	33	L						
2016	12/21/2016	Back Aero	12	34	L						
2016	12/21/2016	Back Aero	12	35	L	Enteropogon acicularis 	0.1				
2016	12/21/2016	Back Aero	12	36	B						
2016	12/21/2016	Back Aero	12	37	B	Enteropogon acicularis 	0.2				
2016	12/21/2016	Back Aero	12	38	B	Enteropogon acicularis 	0.3				
2016	12/21/2016	Back Aero	12	39	L						
2016	12/21/2016	Back Aero	12	40	B						
2016	12/21/2016	Back Aero	12	41	L	Enteropogon acicularis 	0.2				
2016	12/21/2016	Back Aero	12	42	L	Enteropogon acicularis 	0.05				
2016	12/21/2016	Back Aero	12	43	L	Cyperacea	0.4				
2016	12/21/2016	Back Aero	12	44	L						
2016	12/21/2016	Back Aero	12	45	L						
2016	12/21/2016	Back Aero	12	46	L	Enteropogon acicularis 	0.2				
2016	12/21/2016	Back Aero	12	47	B						
2016	12/21/2016	Back Aero	12	48	L						
2016	12/21/2016	Back Aero	12	49	L	Cyperacea	0.2				
2016	12/21/2016	Back Aero	12	50	L	Enteropogon acicularis 	0.05				
2017	10/18/2017	Formans 	1	1	B						
2017	10/18/2017	Formans 	1	2	L						
2017	10/18/2017	Formans 	1	3	B						
2017	10/18/2017	Formans 	1	4	L						
2017	10/18/2017	Formans 	1	5	L						
2017	10/18/2017	Formans 	1	6	L						
2017	10/18/2017	Formans 	1	7	L						
2017	10/18/2017	Formans 	1	8	L						
2017	10/18/2017	Formans 	1	9	L	Enteropogon acicularis	0.01				
2017	10/18/2017	Formans 	1	10	L						
2017	10/18/2017	Formans 	1	11	L						
2017	10/18/2017	Formans 	1	12	L						
2017	10/18/2017	Formans 	1	13	B						
2017	10/18/2017	Formans 	1	14	L						
2017	10/18/2017	Formans 	1	15	B						
2017	10/18/2017	Formans 	1	16	B	ISC					
2017	10/18/2017	Formans 	1	17	B	Eucalyptus sp.	20				
2017	10/18/2017	Formans 	1	18	L	Eucalyptus sp.	20				
2017	10/18/2017	Formans 	1	19	B	Eucalyptus sp.	15				
2017	10/18/2017	Formans 	1	20	L	Sclerolaena muricata	0.2	Eucalyptus sp.	10		
2017	10/18/2017	Formans 	1	21	L	Sclerolaena muricata	0.1	Eucalyptus sp.	2		
2017	10/18/2017	Formans 	1	22	L	ISC					
2017	10/18/2017	Formans 	1	23	L	ISC					
2017	10/18/2017	Formans 	1	24	L	Casuarina cristata	30				
2017	10/18/2017	Formans 	1	25	L	Casuarina cristata	30				
2017	10/18/2017	Formans 	1	26	L	Casuarina cristata	30				
2017	10/18/2017	Formans 	1	27	L	Casuarina cristata	30				
2017	10/18/2017	Formans 	1	28	L	Enteropogon acicularis	0.02	Casuarina cristata	30		
2017	10/18/2017	Formans 	1	29	L	Casuarina cristata	25				
2017	10/18/2017	Formans 	1	30	L	Sclerolaena muricata	0.15				
2017	10/18/2017	Formans 	1	31	L	Casuarina cristata	30				
2017	10/18/2017	Formans 	1	32	L	Casuarina cristata	20				
2017	10/18/2017	Formans 	1	33	L	Juncus subsecundus	0.01				
2017	10/18/2017	Formans 	1	34	L						
2017	10/18/2017	Formans 	1	35	B	Casuarina cristata	30				
2017	10/18/2017	Formans 	1	36	CWD	Casuarina cristata	20				
2017	10/18/2017	Formans 	1	37	L	Casuarina cristata	15				
2017	10/18/2017	Formans 	1	38	L	Sclerolaena muricata	0.1	Casuarina cristata	10		
2017	10/18/2017	Formans 	1	39	L	Casuarina cristata	10				
2017	10/18/2017	Formans 	1	40	L	Casuarina cristata	15				
2017	10/18/2017	Formans 	1	41	L	Casuarina cristata	10				
2017	10/18/2017	Formans 	1	42	L	Casuarina cristata	10				
2017	10/18/2017	Formans 	1	43	L	Casuarina cristata	10				
2017	10/18/2017	Formans 	1	44	L	Casuarina cristata	15				
2017	10/18/2017	Formans 	1	45	L	Casuarina cristata	10				
2017	10/18/2017	Formans 	1	46	L	Casuarina cristata	20				
2017	10/18/2017	Formans 	1	47	L	Casuarina cristata	8				
2017	10/18/2017	Formans 	1	48	L	Casuarina cristata	8				
2017	10/18/2017	Formans 	1	49	L	Casuarina cristata	20				
2017	10/18/2017	Formans 	1	50	L	Casuarina cristata	20				
2017	10/18/2017	Formans 	2	1	L	Eucalyptus sp.	20				
2017	10/18/2017	Formans 	2	2	L	Eucalyptus sp.	22				
2017	10/18/2017	Formans 	2	3	L	Enteropogon acicularis	0.05	Eucalyptus sp.	20		
2017	10/18/2017	Formans 	2	4	L	Eucalyptus sp.	20				
2017	10/18/2017	Formans 	2	5	B	Einadia nutans	0.05	Eucalyptus sp.	20		
2017	10/18/2017	Formans 	2	6	L	Casuarina cristata	4				
2017	10/18/2017	Formans 	2	7	L	Casuarina cristata	4				
2017	10/18/2017	Formans 	2	8	CWD	Casuarina cristata	4				
2017	10/18/2017	Formans 	2	9	L	Casuarina cristata	4				
2017	10/18/2017	Formans 	2	10	L	Casuarina cristata	4				
2017	10/18/2017	Formans 	2	11	L	Casuarina cristata	3				
2017	10/18/2017	Formans 	2	12	L	Casuarina cristata	3				
2017	10/18/2017	Formans 	2	13	L	Casuarina cristata	15				
2017	10/18/2017	Formans 	2	14	L	Casuarina cristata	2				
2017	10/18/2017	Formans 	2	15	L	Casuarina cristata	20				
2017	10/18/2017	Formans 	2	16	L	ISC					
2017	10/18/2017	Formans 	2	17	L	ISC					
2017	10/18/2017	Formans 	2	18	L	ISC					
2017	10/18/2017	Formans 	2	19	L	ISC					
2017	10/18/2017	Formans 	2	20	L	Austrodanthonia caespitosa	0.1	Alectryon oleifolius	10		
2017	10/18/2017	Formans 	2	21	L	ISC					
2017	10/18/2017	Formans 	2	22	B						
2017	10/18/2017	Formans 	2	23	L	Sclerolaena muricata	0.15				
2017	10/18/2017	Formans 	2	24	B						
2017	10/18/2017	Formans 	2	25	L	Casuarina cristata	15				
2017	10/18/2017	Formans 	2	26	L	Casuarina cristata	15				
2017	10/18/2017	Formans 	2	27	L	Eucalyptus sp.	15				
2017	10/18/2017	Formans 	2	28	L	Casuarina cristata	10				
2017	10/18/2017	Formans 	2	29	B	ISC					
2017	10/18/2017	Formans 	2	30	L	ISC					
2017	10/18/2017	Formans 	2	31	L	Eucalyptus sp.	8				
2017	10/18/2017	Formans 	2	32	CWD	Casuarina cristata	8				
2017	10/18/2017	Formans 	2	33	L	Casuarina cristata	10				
2017	10/18/2017	Formans 	2	34	B	Casuarina cristata	50				
2017	10/18/2017	Formans 	2	35	L	Casuarina cristata	20				
2017	10/18/2017	Formans 	2	36	L	Eucalyptus sp.	20				
2017	10/18/2017	Formans 	2	37	L	Eucalyptus sp.	30				
2017	10/18/2017	Formans 	2	38	L	Sclerolaena muricata	0.1	Eucalyptus sp.	30		
2017	10/18/2017	Formans 	2	39	L	Casuarina cristata	30				
2017	10/18/2017	Formans 	2	40	CWD	Casuarina cristata	10				
2017	10/18/2017	Formans 	2	41	B	Casuarina cristata	4				
2017	10/18/2017	Formans 	2	42	B	Casuarina cristata	6				
2017	10/18/2017	Formans 	2	43	B	Casuarina cristata	6				
2017	10/18/2017	Formans 	2	44	B						
2017	10/18/2017	Formans 	2	45	B						
2017	10/18/2017	Formans 	2	46	L						
2017	10/18/2017	Formans 	2	47	L	Einadia nutans	0.01				
2017	10/18/2017	Formans 	2	48	B		 				
2017	10/18/2017	Formans 	2	49	B		 				
2017	10/18/2017	Formans 	2	50	L						
2017	10/18/2017	Formans 	3	1	B						
2017	10/18/2017	Formans 	3	2	L						
2017	10/18/2017	Formans 	3	3	L	Enteropogon acicularis	0.03				
2017	10/18/2017	Formans 	3	4	B	Austrstipa scabra	0.03				
2017	10/18/2017	Formans 	3	5	L	Austrstipa scabra	0.03				
2017	10/18/2017	Formans 	3	6	B						
2017	10/18/2017	Formans 	3	7	L						
2017	10/18/2017	Formans 	3	8	L	Sida sp.	0.08				
2017	10/18/2017	Formans 	3	9	L						
2017	10/18/2017	Formans 	3	10	L						
2017	10/18/2017	Formans 	3	11	L						
2017	10/18/2017	Formans 	3	12	L						
2017	10/18/2017	Formans 	3	13	L						
2017	10/18/2017	Formans 	3	14	L						
2017	10/18/2017	Formans 	3	15	L						
2017	10/18/2017	Formans 	3	16	L						
2017	10/18/2017	Formans 	3	17	L						
2017	10/18/2017	Formans 	3	18	L						
2017	10/18/2017	Formans 	3	19	L						
2017	10/18/2017	Formans 	3	20	L						
2017	10/18/2017	Formans 	3	21	L						
2017	10/18/2017	Formans 	3	22	L						
2017	10/18/2017	Formans 	3	23	L	Austrstipa scabra	0.05				
2017	10/18/2017	Formans 	3	24	L						
2017	10/18/2017	Formans 	3	25	L						
2017	10/18/2017	Formans 	3	26	B						
2017	10/18/2017	Formans 	3	27	L						
2017	10/18/2017	Formans 	3	28	L						
2017	10/18/2017	Formans 	3	29	B						
2017	10/18/2017	Formans 	3	30	L						
2017	10/18/2017	Formans 	3	31	CWD						
2017	10/18/2017	Formans 	3	32	L						
2017	10/18/2017	Formans 	3	33	L						
2017	10/18/2017	Formans 	3	34	L						
2017	10/18/2017	Formans 	3	35	L						
2017	10/18/2017	Formans 	3	36	B						
2017	10/18/2017	Formans 	3	37	L	Austrstipa scabra	0.15				
2017	10/18/2017	Formans 	3	38	B						
2017	10/18/2017	Formans 	3	39	B						
2017	10/18/2017	Formans 	3	40	B						
2017	10/18/2017	Formans 	3	41	L	Austrstipa scabra	0.05				
2017	10/18/2017	Formans 	3	42	L						
2017	10/18/2017	Formans 	3	43	L						
2017	10/18/2017	Formans 	3	44	D						
2017	10/18/2017	Formans 	3	45	B						
2017	10/18/2017	Formans 	3	46	L						
2017	10/18/2017	Formans 	3	47	B						
2017	10/18/2017	Formans 	3	48	B						
2017	10/18/2017	Formans 	3	49	B						
2017	10/18/2017	Formans 	3	50	B						
2017	10/18/2017	Formans 	4	1	L						
2017	10/18/2017	Formans 	4	2	L						
2017	10/18/2017	Formans 	4	3	L						
2017	10/18/2017	Formans 	4	4	L	Enteropogon acicularis	0.05				
2017	10/18/2017	Formans 	4	5	L	Enteropogon acicularis	0.02				
2017	10/18/2017	Formans 	4	6	L						
2017	10/18/2017	Formans 	4	7	L						
2017	10/18/2017	Formans 	4	8	L	Enteropogon acicularis	0.05				
2017	10/18/2017	Formans 	4	9	L						
2017	10/18/2017	Formans 	4	10	L	Enteropogon acicularis	0.05				
2017	10/18/2017	Formans 	4	11	L						
2017	10/18/2017	Formans 	4	12	L	Enteropogon acicularis	0.05				
2017	10/18/2017	Formans 	4	13	B						
2017	10/18/2017	Formans 	4	14	L						
2017	10/18/2017	Formans 	4	15	L						
2017	10/18/2017	Formans 	4	16	L						
2017	10/18/2017	Formans 	4	17	B						
2017	10/18/2017	Formans 	4	18	L	Enteropogon acicularis	0.05				
2017	10/18/2017	Formans 	4	19	L						
2017	10/18/2017	Formans 	4	20	L						
2017	10/18/2017	Formans 	4	21	L						
2017	10/18/2017	Formans 	4	22	L						
2017	10/18/2017	Formans 	4	23	L						
2017	10/18/2017	Formans 	4	24	L						
2017	10/18/2017	Formans 	4	25	L						
2017	10/18/2017	Formans 	4	26	L						
2017	10/18/2017	Formans 	4	27	L						
2017	10/18/2017	Formans 	4	28	L						
2017	10/18/2017	Formans 	4	29	L						
2017	10/18/2017	Formans 	4	30	L						
2017	10/18/2017	Formans 	4	31	L	Enteropogon acicularis	0.05				
2017	10/18/2017	Formans 	4	32	L						
2017	10/18/2017	Formans 	4	33	L	Enteropogon acicularis	0.05				
2017	10/18/2017	Formans 	4	34	L						
2017	10/18/2017	Formans 	4	35	L						
2017	10/18/2017	Formans 	4	36	L	Enteropogon acicularis	0.04				
2017	10/18/2017	Formans 	4	37	L						
2017	10/18/2017	Formans 	4	38	L						
2017	10/18/2017	Formans 	4	39	L	Enteropogon acicularis	0.01				
2017	10/18/2017	Formans 	4	40	B						
2017	10/18/2017	Formans 	4	41	L						
2017	10/18/2017	Formans 	4	42	L						
2017	10/18/2017	Formans 	4	43	L						
2017	10/18/2017	Formans 	4	44	L						
2017	10/18/2017	Formans 	4	45	L						
2017	10/18/2017	Formans 	4	46	B						
2017	10/18/2017	Formans 	4	47	L						
2017	10/18/2017	Formans 	4	48	L						
2017	10/18/2017	Formans 	4	49	L						
2017	10/18/2017	Formans 	4	50	L						
2017	10/18/2017	Bottom3	5	1	L						
2017	10/18/2017	Bottom3	5	2	L						
2017	10/18/2017	Bottom3	5	3	B						
2017	10/18/2017	Bottom3	5	4	L						
2017	10/18/2017	Bottom3	5	5	L						
2017	10/18/2017	Bottom3	5	6	L						
2017	10/18/2017	Bottom3	5	7	L						
2017	10/18/2017	Bottom3	5	8	L						
2017	10/18/2017	Bottom3	5	9	B						
2017	10/18/2017	Bottom3	5	10	L						
2017	10/18/2017	Bottom3	5	11	B						
2017	10/18/2017	Bottom3	5	12	L						
2017	10/18/2017	Bottom3	5	13	L						
2017	10/18/2017	Bottom3	5	14	L						
2017	10/18/2017	Bottom3	5	15	L						
2017	10/18/2017	Bottom3	5	16	L						
2017	10/18/2017	Bottom3	5	17	L	Enteropogon acicularis	0.02				
2017	10/18/2017	Bottom3	5	18	L						
2017	10/18/2017	Bottom3	5	19	L	Casuarina cristata	20				
2017	10/18/2017	Bottom3	5	20	CWD	Casuarina cristata	20				
2017	10/18/2017	Bottom3	5	21	B	Casuarina cristata	15				
2017	10/18/2017	Bottom3	5	22	L	Casuarina cristata	15				
2017	10/18/2017	Bottom3	5	23	L	Casuarina cristata	15				
2017	10/18/2017	Bottom3	5	24	L	Casuarina cristata	15				
2017	10/18/2017	Bottom3	5	25	L	Casuarina cristata	14				
2017	10/18/2017	Bottom3	5	26	L	Casuarina cristata	15				
2017	10/18/2017	Bottom3	5	27	L	ISC	 				
2017	10/18/2017	Bottom3	5	28	L						
2017	10/18/2017	Bottom3	5	29	B	Enteropogon acicularis	0.05				
2017	10/18/2017	Bottom3	5	30	L						
2017	10/18/2017	Bottom3	5	31	B						
2017	10/18/2017	Bottom3	5	32	L	Casuarina cristata	8				
2017	10/18/2017	Bottom3	5	33	L	Casuarina cristata	10				
2017	10/18/2017	Bottom3	5	34	B	Casuarina cristata	8				
2017	10/18/2017	Bottom3	5	35	L	Casuarina cristata	6	Casuarina cristata	10		
2017	10/18/2017	Bottom3	5	36	L	Casuarina cristata	8				
2017	10/18/2017	Bottom3	5	37	L	Casuarina cristata	10				
2017	10/18/2017	Bottom3	5	38	CWD	Casuarina cristata	15				
2017	10/18/2017	Bottom3	5	39	L	ISC					
2017	10/18/2017	Bottom3	5	40	L	ISC					
2017	10/18/2017	Bottom3	5	41	L	Casuarina cristata	10				
2017	10/18/2017	Bottom3	5	42	L	Casuarina cristata	10				
2017	10/18/2017	Bottom3	5	43	L	Casuarina cristata	10				
2017	10/18/2017	Bottom3	5	44	L	ISC					
2017	10/18/2017	Bottom3	5	45	CWD	ISC					
2017	10/18/2017	Bottom3	5	46	CWD	Casuarina cristata	8				
2017	10/18/2017	Bottom3	5	47	L	Casuarina cristata	10				
2017	10/18/2017	Bottom3	5	48	B	Casuarina cristata	6				
2017	10/18/2017	Bottom3	5	49	L	Casuarina cristata	6				
2017	10/18/2017	Bottom3	5	50	L	Juncus subsecundus	0.03	ISC			
2017	10/18/2017	Bottom3	6	1	L	Casuarina cristata	4				
2017	10/18/2017	Bottom3	6	2	L	Casuarina cristata	4				
2017	10/18/2017	Bottom3	6	3	L	Casuarina cristata	8				
2017	10/18/2017	Bottom3	6	4	L	Enteropogon acicularis	0.02	Casuarina cristata	4		
2017	10/18/2017	Bottom3	6	5	L	Casuarina cristata	3				
2017	10/18/2017	Bottom3	6	6	L	Casuarina cristata	4				
2017	10/18/2017	Bottom3	6	7	L	Casuarina cristata	4				
2017	10/18/2017	Bottom3	6	8	L	Casuarina cristata	10				
2017	10/18/2017	Bottom3	6	9	CWD	Casuarina cristata	2				
2017	10/18/2017	Bottom3	6	10	L	Casuarina cristata	2				
2017	10/18/2017	Bottom3	6	11	L	Casuarina cristata	10				
2017	10/18/2017	Bottom3	6	12	L	Casuarina cristata	10				
2017	10/18/2017	Bottom3	6	13	L	Casuarina cristata	10				
2017	10/18/2017	Bottom3	6	14	L	Casuarina cristata	4				
2017	10/18/2017	Bottom3	6	15	L	Casuarina cristata	2				
2017	10/18/2017	Bottom3	6	16	L	Casuarina cristata	8				
2017	10/18/2017	Bottom3	6	17	L	Casuarina cristata	8				
2017	10/18/2017	Bottom3	6	18	L	Casuarina cristata	8				
2017	10/18/2017	Bottom3	6	19	L						
2017	10/18/2017	Bottom3	6	20	B						
2017	10/18/2017	Bottom3	6	21	B						
2017	10/18/2017	Bottom3	6	22	L	Sclerolaena birchii	0.01				
2017	10/18/2017	Bottom3	6	23	B						
2017	10/18/2017	Bottom3	6	24	B						
2017	10/18/2017	Bottom3	6	25	B						
2017	10/18/2017	Bottom3	6	26	L						
2017	10/18/2017	Bottom3	6	27	L						
2017	10/18/2017	Bottom3	6	28	L						
2017	10/18/2017	Bottom3	6	29	B						
2017	10/18/2017	Bottom3	6	30	L	Enteropogon acicularis	0.01	ISC			
2017	10/18/2017	Bottom3	6	31	L	ISC					
2017	10/18/2017	Bottom3	6	32	L	Casuarina cristata	2				
2017	10/18/2017	Bottom3	6	33	B	Casuarina cristata	2				
2017	10/18/2017	Bottom3	6	34	B	Casuarina cristata	3				
2017	10/18/2017	Bottom3	6	35	L	Casuarina cristata	15				
2017	10/18/2017	Bottom3	6	36	L						
2017	10/18/2017	Bottom3	6	37	L						
2017	10/18/2017	Bottom3	6	38	L						
2017	10/18/2017	Bottom3	6	39	L						
2017	10/18/2017	Bottom3	6	40	B						
2017	10/18/2017	Bottom3	6	41	B						
2017	10/18/2017	Bottom3	6	42	B						
2017	10/18/2017	Bottom3	6	43	B						
2017	10/18/2017	Bottom3	6	44	B						
2017	10/18/2017	Bottom3	6	45	B						
2017	10/18/2017	Bottom3	6	46	L						
2017	10/18/2017	Bottom3	6	47	B						
2017	10/18/2017	Bottom3	6	48	B						
2017	10/18/2017	Bottom3	6	49	B						
2017	10/18/2017	Bottom3	6	50	L						
2017	10/18/2017	Bottom3	7	1	L						
2017	10/18/2017	Bottom3	7	2	L						
2017	10/18/2017	Bottom3	7	3	L	Enteropogon acicularis	0.01				
2017	10/18/2017	Bottom3	7	4	L						
2017	10/18/2017	Bottom3	7	5	L						
2017	10/18/2017	Bottom3	7	6	L						
2017	10/18/2017	Bottom3	7	7	L						
2017	10/18/2017	Bottom3	7	8	L						
2017	10/18/2017	Bottom3	7	9	L						
2017	10/18/2017	Bottom3	7	10	L						
2017	10/18/2017	Bottom3	7	11	L						
2017	10/18/2017	Bottom3	7	12	L						
2017	10/18/2017	Bottom3	7	13	L	Enteropogon acicularis	0.01				
2017	10/18/2017	Bottom3	7	14	L						
2017	10/18/2017	Bottom3	7	15	L	Enteropogon acicularis	0.04				
2017	10/18/2017	Bottom3	7	16	L						
2017	10/18/2017	Bottom3	7	17	L						
2017	10/18/2017	Bottom3	7	18	L	Enteropogon acicularis	0.05				
2017	10/18/2017	Bottom3	7	19	L						
2017	10/18/2017	Bottom3	7	20	L						
2017	10/18/2017	Bottom3	7	21	L						
2017	10/18/2017	Bottom3	7	22	L	Enteropogon acicularis	0.05				
2017	10/18/2017	Bottom3	7	23	L						
2017	10/18/2017	Bottom3	7	24	L						
2017	10/18/2017	Bottom3	7	25	L						
2017	10/18/2017	Bottom3	7	26	L						
2017	10/18/2017	Bottom3	7	27	L						
2017	10/18/2017	Bottom3	7	28	L						
2017	10/18/2017	Bottom3	7	29	L	Enteropogon acicularis	0.05				
2017	10/18/2017	Bottom3	7	30	L						
2017	10/18/2017	Bottom3	7	31	L						
2017	10/18/2017	Bottom3	7	32	L	Enteropogon acicularis	0.01				
2017	10/18/2017	Bottom3	7	33	L						
2017	10/18/2017	Bottom3	7	34	L						
